ID,Reporter Display,Request Type,Description,Latitude,Longitude,Service Request Date,Acknowledged,Minutes to acknowledge,Assigned To:,Last updated,Closed,Minutes to close,Distance,Census Code,Geo ID,Tract,Cluster Group
5355187,Jax,Trash/Debris (Private Property),"301 NW 8th Street . 1. Illegal parking , the rental unit has parking spaces in the back. 2. Trash pickup is  on Wednesdays. The trash can and recycle bins are still sitting out on Sunday . This is why we don’t need more student housing In the neighborhood",29.653938,-82.332711,2019-02-03T15:11:00Z,NA,NA,Neighborhood,2019-12-21T03:09:00Z,2019-02-06T13:53:00Z,4242,1.3652385795308797,120010002001025,12001000200,200,4
3707969,Casey,Maintenance Ditch/Drainage/Flooding,"It has filled up with water several times this year, which never used to happen, according to neighbors I've talked to that have lived in Raintree neighborhood for 30 years.  

There is a outflow pipe at the south end of the field (at the end of NW12th Place) that I believe is clogged up, but I'm not an expert.  However, over the years I've watched water flow out through that pipe, and now, no water is flowing. 

Not only is it harboring millions of mosquitoes, but if we were to get another storm through here, we risk flooding our neighborhood and/or Mason Manor neighborhood.  It is *not* supposed to be a retention pond - and historically, it has never filled up - in fact the survey maps have it listed as ""Raintree Park"".",29.6646404,-82.35986767,2017-09-14T21:03:00Z,2017-09-14T21:03:00Z,0,Public Services,2018-09-27T10:39:00Z,2017-09-15T10:03:00Z,780,1.5646235758253064,120010010005002,12001001000,1000,2
3312666,Jose,Street Sign,"I would like to request that additional ""Do Not Pass"" street signs be added to the length of SW 23rd Terrace between SW 35th Place and SW Archer Rd on both the North and Southbound sides. There are a multitude of RTS bus stops on this length of road and many vehicles are using the center turn lanes to pass the buses. I fear that one day a pedestrian is going to start walking across the SW 23rd Terrace and get struck by a car. There a have several close calls and I'm hoping that the additional signage will inform drivers not to pass. There are currently only two of these signs on SW 23rd Terrace and they are located at the intersections mentioned.",29.626343,-82.35671511,2017-04-03T17:55:00Z,2017-04-03T18:06:00Z,11,Public Services,2018-09-27T04:18:00Z,2017-04-20T12:51:00Z,24176,4.043320474776237,120011108001016,12001110800,110800,3
3786160,CityOfGainesvilleCollaborativeNeighbor,Road Repair,"This pothole has been there for over a week now, slowly growing in size.  It is now large enough to cause damage to any car that hits it.",29.63438736,-82.38930215,2017-10-16T15:01:00Z,2017-10-16T15:01:00Z,0,Public Services,2018-09-27T12:08:00Z,2017-10-19T12:11:00Z,4149,5.271331225765907,120010015211010,12001001521,1521,4
3350043,An anonymous SeeClickFix user,Trash/Debris (Public Property),Padlocks attached to bridge structure are vandalism and invite others to do the same. Please remove them.,29.64106288,-82.3393304,2017-04-19T10:15:00Z,NA,NA,Neighborhood,2018-09-27T04:15:00Z,2017-04-19T10:26:00Z,10,2.270688443348097,120010002006024,12001000200,200,4
6487743,An anonymous SeeClickFix user,Trash/Debris (Public Property),"The ARC House at 1800 NW 18th Terrace for several weeks has been (and still is) leaving their large, multiple trash cans in sidewalk or/and between sidewalk on east side of 18th Terrace by their private driveway.  Leaving their trashcans next to the sidewalk is routine for this property along a well-travelled roadway. The sidewalk has also been impassable for several weeks at this location due to cut tree limbs that apparently are from the ARC property.  The ARC is better than this.",29.66344658,-82.34871324,2019-08-16T10:24:00Z,NA,NA,Neighborhood,2019-08-19T08:35:00Z,2019-08-19T08:35:00Z,4210,0.5105832559461989,120010010001034,12001001000,1000,2
7015893,An anonymous SeeClickFix user,Trash/Debris (Private Property),Trash piled by garage,29.652941,-82.363867,2019-11-24T11:33:00Z,NA,NA,Neighborhood,2019-12-21T18:40:00Z,2019-11-27T11:07:00Z,4293,2.1002124935961715,120010010002001,12001001000,1000,2
2587105,J,Residential Rental Maintenance,I have a broken dishwasher with standing water on the inside. I notified the landlord about 3 weeks ago and no one has been sent to fix it or even give me a call back.,29.628448,-82.366144,2016-06-13T11:04:00Z,2016-06-14T09:02:00Z,1317,Public Services,2019-12-20T00:57:00Z,2016-06-21T09:57:00Z,11452,4.198648937841875,120010015151005,12001001515,1515,3
6017410,An anonymous SeeClickFix user,General Code Issue,"Someone has hit the metal handrail leading up to the doors of Taco Bell.  There is now a broken off jagged metal pipe that is hip height sticking into the walkway area. There is no hazard tape, caution cones, or any warning at all. Someone will get injured on this if it’s not taken care of.",29.65228228,-82.3336907,2019-06-12T18:02:00Z,NA,NA,Neighborhood,2019-06-14T14:39:00Z,2019-06-14T14:39:00Z,2676,1.4091088903035474,120010002004009,12001000200,200,4
3750702,An anonymous SeeClickFix user,Streetlight/Lamp,NA,29.65868759,-82.32408142,2017-10-04T21:08:00Z,2017-10-06T17:17:00Z,2648,Public Services,2018-09-27T11:43:00Z,2017-10-10T12:53:00Z,8144,1.9672591077573454,120010005001001,12001000500,500,1
4559968,Denise Katz Howick,Street Sign,10th Avenue East was recently repaved and now drivers are going over the speed limit which is already too high at 30 MPH. This is a very child friendly street with children from at least 6 houses locally in or crossing this road. Traffic toward 9th Street tends to speed above 30 and there is a great danger to the neighborhood kids. Please install more signage and adjust the speed limits to 20 MPH.,29.6607771,-82.3174067,2018-06-13T14:38:00Z,NA,NA,Public Services,2018-06-13T17:04:00Z,2018-06-13T16:19:00Z,100,2.595985665143271,120010005003030,12001000500,500,1
2994526,An anonymous SeeClickFix user,Emergency - Other,Claw truck required.,29.684296,-82.386678,2016-10-13T13:03:00Z,2016-10-13T13:04:00Z,0,Health and Public Safety,2019-12-20T02:51:00Z,2016-11-02T10:43:00Z,28659,4.854574022984942,120010011001011,12001001100,1100,4
6622888,An anonymous SeeClickFix user,Streetlight/Lamp,Public light out,29.65103469,-82.31481461,2019-09-07T13:14:00Z,2019-09-09T09:45:00Z,2671,Public Services,2019-12-21T13:53:00Z,2019-09-12T13:18:00Z,7203,3.0556191386296154,120010005001034,12001000500,500,1
3696848,Rapid Assessment Team,Emergency - Tree or Brush Debris,Blocking egress,29.6463389,-82.3810637,2017-09-11T13:44:00Z,2017-09-11T13:44:00Z,0,Health and Public Safety,2019-12-20T19:00:00Z,2017-09-12T17:11:00Z,1647,3.918665210061057,120010016042024,12001001604,1604,3
1815871,GNVCEM,Grass (Overgrown),NA,29.6793594,-82.307638,2015-07-30T08:47:00Z,NA,NA,Neighborhood,2019-12-19T21:44:00Z,2015-07-30T09:04:00Z,16,4.087521750895449,120010004004022,12001000400,400,4
3569685,CityOfGainesvilleCollaborativeNeighbor,Tree/Limbs (Public Property),"Blocked bike trail: The bike trail just to the west of NW2nd street is blocked by fallen tree/branches. Can just walk around it. If you're on a bicycle you can't get by.

Its on the bike trail between NW 10th ave and NW 12th ave.

Originally reported via Alachua County #3564970 (https://seeclickfix.com/issues/3564970).",29.6621747,-82.3265992,2017-07-18T14:12:00Z,2017-07-18T14:12:00Z,0,Neighborhood,2019-12-20T17:50:00Z,2017-07-18T17:53:00Z,221,1.7115483163352148,120010003012053,12001000301,301,4
4047951,An anonymous SeeClickFix user,Sidewalk Repair,NA,29.65009499,-82.31996918,2018-01-20T12:29:00Z,2018-01-20T12:29:00Z,0,Public Services,2019-12-20T20:59:00Z,2018-01-23T09:30:00Z,4141,2.643811606032368,120010005001042,12001000500,500,1
4773222,An anonymous SeeClickFix user,Other,"Multiple dogs in backyard, not sure that any have required licenses.  Dogs are noisy and have destroyed backyard.  Have notified COG Codes Enforcement.",29.69951286,-82.37691861,2018-08-08T12:42:00Z,NA,NA,Public Services,2018-08-08T23:22:00Z,2018-08-08T14:46:00Z,123,5.325339544701885,120010012011004,12001001201,1201,3
2962419,An anonymous SeeClickFix user,General Code Issue,Occupants of 1616 NW 19 CIR have removed a window and replaced with bare plywood to install a 2nd floor window AC. This is in violation of building codes 13-207 and 13-92.,29.67035554,-82.34452445,2016-10-03T13:48:00Z,NA,NA,Neighborhood,2018-09-26T22:59:00Z,2016-11-02T09:15:00Z,42927,1.0407885968001582,120010011003026,12001001100,1100,4
2921416,cefuroxime,Tree/Limbs (Public Property),"I'm not sure what happened, but it looks like over the weekend a vehicle jumped the curb and plowed down two trees along the Waldo Greenway (bike trail). They were decent sized winged elms, which have been totally destroyed. Could I request that new trees be planted please?",29.66329641,-82.30351961,2016-09-20T15:03:00Z,2016-09-20T15:03:00Z,0,Neighborhood,2019-12-20T02:33:00Z,2016-09-21T07:31:00Z,987,3.9473725047176194,120010006001000,12001000600,600,4
4368811,JIGJIGBMK,Parking in Yard (Other Than Driveway),"NO NEW ISSUES! RATHER-THANK YOU VERY MUCH FOR RESULTS AT #3 NW 24 TH ST. A STURDY FIX FOR DANGEROUS PARKING ON WEST SIDE OF THE RENTAL HOUSE.
 THANK YOU!",29.6523854,-82.359249,2018-04-24T09:29:00Z,NA,NA,Transportation,2018-09-27T22:40:00Z,2018-04-26T12:24:00Z,3054,1.740453081533135,120010010002001,12001001000,1000,2
6779786,An anonymous SeeClickFix user,Tree/Limbs (Public Property),Over wire tree limb trimmed by GRU prior to hurricane Dorian(good job). Limbs have not been removed either by Gru or city pickup.,29.682109,-82.334961,2019-10-04T14:19:00Z,2019-10-04T14:19:00Z,0,Neighborhood,2019-12-21T15:39:00Z,2019-10-07T10:41:00Z,4102,2.51451361234021,120010003023037,12001000302,302,4
4572215,An anonymous SeeClickFix user,Parking Enforcement,When turning right from 19th to 15th ave you cannot see what coming towards you on 15th Ave because of the vehicles parked on corner. Almost hit a vehicle head on due to wide turn vehicle obstruction,29.63740515,-82.29948859,2018-06-16T19:24:00Z,NA,NA,Transportation,2019-12-20T23:21:00Z,2018-06-20T08:09:00Z,5084,5.064585904033329,120010007003045,12001000700,700,4
3660624,City Clerk's Office 2,General Code Issue,"Mayor Poe received a phone call from Ms. Sharon Carter who is a disabled woman who is experiencing issues with her landlord and the apartment she lives in.

Mold was found in her bathroom, so they removed her vanity & tub, leaving mold exposed & no running water in her bathroom.  She is left to use her children's bathroom, which is not ADA accessible.

She has gone to the hospital due to her low immune system, so this living condition is very urgent to her.

Her phone number is (352) 672-5923, and her e-mail address is sharoncarter777@gmail.com",29.682583,-82.304873,2017-08-25T11:46:00Z,NA,NA,Neighborhood,2018-09-27T09:37:00Z,2017-08-28T09:47:00Z,4201,4.501943811240145,120010004001000,12001000400,400,4
3953573,An anonymous SeeClickFix user,Tree/Limbs (Public Property),NA,29.67198372,-82.35560608,2017-12-14T07:31:00Z,2017-12-14T07:31:00Z,0,Neighborhood,2019-12-20T20:23:00Z,2017-12-14T10:01:00Z,150,1.6434163485398297,120010011003014,12001001100,1100,4
3817398,An anonymous SeeClickFix user,Road Repair,NA,29.65573311,-82.31951904,2017-10-25T19:04:00Z,2017-10-25T19:05:00Z,0,Public Services,2018-09-27T12:31:00Z,2017-10-26T15:01:00Z,1196,2.462647274249794,120010005005016,12001000500,500,1
2251278,Phil Mann,Streetlight/Lamp,"Again, no pole number. Light goes off & on. Located immediately adjacent to the mailbox for 4235 NW 19th Street - east side of the street. Phil Mann",29.692873,-82.34750366,2016-02-21T20:00:00Z,NA,NA,Public Services,2019-12-19T23:27:00Z,2016-02-22T07:45:00Z,704,3.561066251838489,120010012031020,12001001203,1203,4
2832469,Concerned Citizen,Trash/Debris (Public Property),"Hi,
The presence of garbage, garbage and recycling cans, and yard debris on the sidewalk all along SW 2nd Avenue, East of the Mark Bostick Golf Course and west of Village Drive is a CHRONIC problem. While today is garbage day, the problem exists many days of the week and at no day of the week should the sidewalk be blocked by, well, anything. There have been accidents involving bicycles because of this garbage -- and there will be more. This is real liability for the city that begs for consistent enforcement.",29.65035287,-82.36324358,2016-08-24T10:39:00Z,NA,NA,Neighborhood,2019-12-20T02:11:00Z,2016-08-24T11:20:00Z,41,2.187731490149351,120010010002025,12001001000,1000,2
5335883,Taralucida,Road Repair,Multiple potholes are back after all the rain.,29.63359053,-82.38928238,2019-01-29T08:04:00Z,2019-01-29T08:04:00Z,0,Public Services,2019-02-05T18:32:00Z,2019-02-05T18:32:00Z,10707,5.3201528752790175,120010015211000,12001001521,1521,4
3896634,An anonymous SeeClickFix user,Trash/Debris (Private Property),Trash can is overflowing with rubbish again.  It's an attraction to vermin.,29.68712425,-82.32933807,2017-11-21T22:15:00Z,NA,NA,Neighborhood,2019-12-20T20:18:00Z,2017-11-27T15:42:00Z,8247,3.244883109502953,120010003021006,12001000302,302,4
5027155,An anonymous SeeClickFix user,Residential Rental Maintenance,This house is an eye sore but with a little help could be an easy fix.  Just a coat of paint and light repairs.,29.6556403,-82.3483126,2018-10-16T16:45:00Z,NA,NA,Public Services,2018-10-17T08:31:00Z,2018-10-17T08:31:00Z,945,0.7157305915128057,120010010004037,12001001000,1000,2
3696523,Rapid Assessment Team,Emergency - Tree or Brush Debris,in row,29.6711701,-82.3289005,2017-09-11T12:40:00Z,2017-09-11T12:40:00Z,0,Health and Public Safety,2019-12-20T19:07:00Z,2017-09-13T17:21:00Z,3161,1.8658773669217905,120010003011016,12001000301,301,4
2203843,Rob,Trash/Debris (Private Property),Appears to be property of Hooks restaurant. NE corner along NE 14th ST and NE 1st AVE has garbage lying all over. Could be right of way. Most is in the shrubs. There's a TV and lots of general debris.,29.6520306,-82.3072772,2016-02-02T13:50:00Z,2016-02-04T11:23:00Z,2732,Neighborhood,2019-12-19T23:07:00Z,2016-06-21T13:19:00Z,201509,3.7129314860484826,120010006002028,12001000600,600,4
6961779,Vesta Property Services,Residential Rental Maintenance,cardboard and duct tape window covering,29.63091563,-82.38441031,2019-11-12T08:35:00Z,NA,NA,Public Services,2019-12-21T18:05:00Z,2019-11-13T11:12:00Z,1597,5.130801473422416,120010015211000,12001001521,1521,4
5342154,An anonymous SeeClickFix user,Streetlight/Lamp,"Light out. City of Gainesville, I have reported about 10 lights being out in the downtown area in the last two weeks. Would you please offer an enhance service to Downtown and assign someone from GRU/Public Works to do a once a quarter walk? Thank you!",29.65092108,-82.32476579,2019-01-30T20:03:00Z,NA,NA,Public Services,2019-12-21T03:11:00Z,2019-03-13T06:23:00Z,59599,2.1933768771383986,120010005001058,12001000500,500,1
6809714,CityOfGainesvilleCollaborativeNeighbor,Garbage Pick Up & Recycling,"Mattress needs pick up. Has been on side of road for weeks. Home also does not have house numbers. Rolls of Tar Paper on roof for two plus years.
Not sure if this is safety issue.",29.66012,-82.3154068,2019-10-10T14:14:00Z,NA,NA,Neighborhood,2019-12-21T16:07:00Z,2019-10-10T14:30:00Z,15,2.791079088337239,120010005003032,12001000500,500,1
2300976,An anonymous SeeClickFix user,Street Sign,"There needs to be a sign on NW 15th Avenue, near corner of NW 2nd Street.  Due to the success of the great restaurant Civilization and the new yoga studio next door, NW 15th Avenue has become an overflow parking lot for their patrons.  While these businesses are community minded and kind, their customers continuously park right on the intersection of 15th and 2nd, making in hard if not impossible for some vehicles to turn down the street.   I have included a picture from two different nights to demonstrate.  A sign indicating the appropriate distance from the corner appears to be necessary to help them park legally and safely.",29.66591054,-82.32675473,2016-03-10T17:43:00Z,NA,NA,Public Services,2019-12-19T23:31:00Z,2016-03-14T07:59:00Z,5115,1.777365357183563,120010003012003,12001000301,301,4
1985850,Bunny,Parking in Yard (Other Than Driveway),Better picture of student cars avoiding designated parking area,29.65434265,-82.35177612,2015-10-21T11:49:00Z,NA,NA,Transportation,2019-12-19T22:22:00Z,2015-10-21T17:18:00Z,328,1.0401647574741797,120010010004044,12001001000,1000,2
1805674,"THOMAS  LAU, MD",Trash/Debris (Private Property),"TENANTS AT *8  NW 24 TH ST NEVER TAKE IN TRASH CONTAINERS, THEY PUSH THEM INTO THE ROAD!!
PLEASE CHECK NW 24 TH ST FROM #3 TO #300!! A MESS WITH RECENT JUNK DIVERS AS WELL!
THANK YOU   TOM LAU #304",29.6524,-82.359734,2015-07-26T19:11:00Z,NA,NA,Neighborhood,2018-09-26T02:33:00Z,2015-07-27T08:12:00Z,780,1.778900036000729,120010010002001,12001001000,1000,2
5187118,Noticer,Request for New Streetlight/Lamp,Dark corner—streetlight not coming on,29.655696,-82.3174367,2018-12-07T18:49:00Z,2018-12-10T08:24:00Z,3695,Transportation,2018-12-13T15:13:00Z,2018-12-13T13:09:00Z,8300,2.659621459009043,120010005004007,12001000500,500,1
4674002,James W. McFarlane,Right-of-Way Maintenance,southbound traffic on NW 12 the St cannot see to cross the street due to overgrown weeds,29.66665086,-82.33718533,2018-07-13T15:55:00Z,2018-07-13T15:55:00Z,0,Public Services,2018-09-28T02:13:00Z,2018-07-16T16:04:00Z,4329,0.9275436931128802,120010003012010,12001000301,301,4
6107729,CityOfGainesvilleCollaborativeNeighbor,Sidewalk Repair,A brick is missing in the sidewalk. on the North side of Dragonfly Sushi,29.6498038,-82.3234314,2019-06-28T12:29:00Z,2019-06-28T12:30:00Z,0,Public Services,2019-12-21T10:01:00Z,2019-07-02T13:50:00Z,5840,2.368300250689199,120010005001084,12001000500,500,1
4418918,An anonymous SeeClickFix user,General Code Issue,"Owner is not living in house. Running lawn maintenance business from vacant house.
Parks multiple trucks, trailers and a boat on residential road.",29.6810568,-82.34520841,2018-05-07T21:27:00Z,NA,NA,Neighborhood,2019-12-20T22:38:00Z,2018-05-08T12:09:00Z,881,2.2336471748820523,120010012032000,12001001203,1203,4
5549450,CityOfGainesvilleCollaborativeNeighbor,Trash/Debris (Public Property),There is trash left regularly in the park due to adults camping in the park.  This has been reported to the police.  Please have someone clean up the trash in the park.  Thank you!,29.649038,-82.320089,2019-03-18T08:22:00Z,2019-03-18T15:23:00Z,420,Neighborhood,2019-08-21T09:51:00Z,2019-03-20T16:46:00Z,3383,2.6898432505412164,120010005001068,12001000500,500,1
6527981,DG PW Parking Enforcement,Tree/Limbs (Public Property),zone 10 decal sign overgrown. unreadable.  1900 block nw 3rd ave.  South side.,29.65392514,-82.34804023,2019-08-22T15:12:00Z,2019-08-22T15:12:00Z,0,Neighborhood,2019-12-21T12:21:00Z,2019-08-22T17:41:00Z,149,0.8699978756488467,120010010004039,12001001000,1000,2
4144804,An anonymous SeeClickFix user,Vehicle (Abandoned/Non-Operational),Actually off street but on city land in woods. Tow truck dumped vehicle in woods.,29.65794373,-82.3802948,2018-02-20T18:24:00Z,NA,NA,Health and Public Safety,2019-12-18T18:41:00Z,2018-02-21T09:34:00Z,910,3.5042246586922445,120010016031014,12001001603,1603,3
5636174,CityOfGainesvilleCollaborativeNeighbor,Vehicle (Abandoned/Non-Operational),There are one or more inoperable vehicles at this address with missing or expired tags.,29.6697378,-82.3162231,2019-04-01T16:18:00Z,NA,NA,Health and Public Safety,2019-04-02T06:35:00Z,2019-04-02T06:35:00Z,856,2.879144932913374,120010004003003,12001000400,400,4
2421752,cefuroxime,Tree/Limbs (Public Property),Could someone please trim the lower limbs of the oak trees by the sidewalk along the south side of NE 12th Ave.? We have to duck under them while on the sidewalk. It's four of the trees in between the RTS bus stop (across from WalMart) and the intersection of NE 12th St. and Waldo Rd. Just a light trimming of the lower branches - they're beautiful trees. Thank you.,29.66226935,-82.30215937,2016-04-21T16:32:00Z,NA,NA,Neighborhood,2019-12-20T00:15:00Z,2016-04-21T16:44:00Z,11,4.073168623064817,120010006001026,12001000600,600,4
2352347,protobiont,Trash/Debris (Private Property),Trash all over yard and in drainage,29.656521,-82.310298,2016-03-29T17:47:00Z,2016-04-12T09:45:00Z,19677,Neighborhood,2018-09-26T15:04:00Z,2016-06-21T11:51:00Z,120603,3.321368830857431,120010005004002,12001000500,500,1
4121712,cefuroxime,Trash/Debris (Public Property),"Shopping carts in Rosewood Branch creek, next to UF Health Family Medicine Eastside.",29.65490001,-82.30975273,2018-02-13T18:00:00Z,NA,NA,Neighborhood,2019-12-18T18:39:00Z,2018-02-14T06:46:00Z,765,3.4049557949433638,120010005004018,12001000500,500,1
3607866,SE_HIST_GNV,Trash/Debris (Private Property),This apartment building has had trash piles out for at least two weeks now. This location is a constant problem.,29.6495833,-82.3201382,2017-08-03T07:38:00Z,NA,NA,Neighborhood,2019-12-20T18:17:00Z,2017-08-03T18:11:00Z,632,2.6561070625231697,120010005001068,12001000500,500,1
7095781,An anonymous SeeClickFix user,Noise Complaint,Dog outside barking for an hour,29.670024,-82.377728,2019-12-13T23:21:00Z,NA,NA,Health and Public Safety,2019-12-14T09:18:00Z,2019-12-14T09:18:00Z,596,3.390969232071631,120010011002017,12001001100,1100,4
3710793,Mali,Traffic/Pedestrian Signal,"The traffic light at NW 28th Ln facing west is sometimes skipped entirely. It is a 3-way intersection, but for some unknown reason the east-facing portion of the intersection (which is dense foliage and would seemingly never be turned into a road, based on the homes/businesses among the foliage) has a signal that will turn green, but the west-facing portion of the intersection, where there is actually a road, will stay red and be skipped entirely for sometimes several cycles.",29.6795581,-82.38892618,2017-09-16T08:25:00Z,NA,NA,Public Services,2018-09-27T10:44:00Z,2017-09-18T07:52:00Z,2847,4.789970967719043,120010011002010,12001001100,1100,4
2495317,Adalberto Jurado-Bas,Other,At the Shell Gas station while I was pouring gas an employee came out of the booth and lit a cigarette for which I immediately rebuke her. This happened last Wednesday at about 5:30 pm. I took two photos of such employee. I also called the police. The City of Gville officer told me it was not a crime to do so.,29.6268761,-82.3724234,2016-05-15T20:18:00Z,NA,NA,Public Services,2018-09-26T13:25:00Z,2016-05-16T15:05:00Z,1127,4.676718727255018,120010015151013,12001001515,1515,3
4557296,An anonymous SeeClickFix user,Building (Abandoned/Damaged),"Unit C18 is left vacant and open at all times. The unit is uninhabitable due to mass amounts of black mold and debris. 
Multiple other units are left vacant and open, some doors not even having a lock or doorknob.",29.687806,-82.335785,2018-06-13T02:24:00Z,NA,NA,Neighborhood,2018-06-14T17:15:00Z,2018-06-14T17:15:00Z,2330,3.093119010340362,120010003023000,12001000302,302,4
7145851,An anonymous SeeClickFix user,Noise Complaint,Excessive heavy bass music from parked vehicle.,29.65253241,-82.33104106,2019-12-29T00:52:00Z,NA,NA,Health and Public Safety,2020-01-09T14:01:00Z,2020-01-09T13:56:00Z,16623,1.5878305020963,120010002004000,12001000200,200,4
5152455,Concerned Citizen,Parking in Yard (Other Than Driveway),"Front yard parking on unpaved, apparently undesignated (for residential rental property parking) has been occurring at this address for many months.  Please note the erosion in the front yard and the accumulated sediment from it on the driveway apron and adjacent NW 10th Avenue pavement. Pictures taken early PM on Tuesday, November 27, 2018.",29.66174349,-82.34676071,2018-11-27T13:33:00Z,NA,NA,Transportation,2019-12-21T02:14:00Z,2018-11-27T14:24:00Z,50,0.2569990599873464,120010010001018,12001001000,1000,2
7187676,An anonymous SeeClickFix user,Streetlight/Lamp,Light is on during daytime.,29.68056861,-82.34388407,2020-01-08T10:41:00Z,2020-01-10T13:01:00Z,3020,Public Services,2020-01-14T12:20:00Z,2020-01-14T12:20:00Z,8738,2.1776198454106295,120010012031053,12001001203,1203,4
1939927,An anonymous SeeClickFix user,Other,NA,29.6513991,-82.3674746,2015-09-27T14:50:00Z,2015-09-28T07:29:00Z,998,Public Services,2018-09-26T04:33:00Z,2015-09-28T08:00:00Z,1029,2.4891050180763994,120010010002035,12001001000,1000,2
6579064,An anonymous SeeClickFix user,Other,Some debris and pump needs to be ready fro Dorian rain,29.65060552,-82.39087663,2019-08-30T19:10:00Z,NA,NA,Public Services,2019-09-13T12:50:00Z,2019-09-13T12:50:00Z,19779,4.657647956064202,120010016041015,12001001604,1604,3
4765018,ErnestCook,Road Repair,The shoulder of the road located outside of the driveway of the address provided is now cracking and weeds have started to break through the cracks. This shoulder of asphalt was laid by the City many years ago. Please call Ernest Cook at 352-376-9823 to discuss. Thank you.,29.64299438,-82.31231388,2018-08-06T16:20:00Z,2018-08-06T16:20:00Z,0,Public Services,2019-12-21T00:16:00Z,2018-08-08T15:30:00Z,2830,3.6826867835408295,120010007002026,12001000700,700,4
2948725,An anonymous SeeClickFix user,General Code Issue,Owner has installed an advertisement for his tree business at the front of property.,29.66716381,-82.34333623,2016-09-28T13:33:00Z,NA,NA,Neighborhood,2018-09-26T20:46:00Z,2016-09-28T16:48:00Z,195,0.6907054381524937,120010011003032,12001001100,1100,4
6101112,An anonymous SeeClickFix user,Other,NW 2nd Avenue between 3rd and 6th street.  The traffic pattern on nw 2nd road needs to be addressed.  Either put the 4 way stop sign back at NW 2nd Avenue & 3rd Street or make 2nd Avenue a one way road.  NW 2nd Avenue is not wide enough due to street parking to allow traffic to flow in both directions. On a daily basis traffic is flying through the intersection and speeding down 2nd Avenue and not allowing east bound traffic to complete their travel down the road.  I have nearly been hit head on by west bound traffic because I have not been able to complete my travel down the road and there is literally no where for me to go to get out of the way of oncoming traffic.,29.6535213,-82.3286318,2019-06-27T12:49:00Z,NA,NA,Public Services,2019-06-28T06:52:00Z,2019-06-28T06:52:00Z,1082,1.7248534686004142,120010002001023,12001000200,200,4
3682417,An anonymous SeeClickFix user,Trash/Debris (Private Property),plastic bottles and trash in yard across along 12 st for over 2 weeks.,29.66679125,-82.33687918,2017-09-05T10:40:00Z,NA,NA,Neighborhood,2018-09-27T10:03:00Z,2017-09-06T08:38:00Z,NA,0.9599561231696404,120010003011025,12001000301,301,4
3122436,City Clerk's Office 2,Streetlight/Lamp,"To:  City Manager:  When leaving the Christmas Even service at Holy Trinity Episcopal Church on Christmas morning about 12:30 am,  we noticed the street light at the corner of NE 1st Avenue and NE 1st Street... in front of the Church, was out.  Could you have someone check it, please?  That is a very dark corner.  

Is there also some kind of security light near the street light.  If so, it was also not on.

Thank you for your attention to this matter.

Al Alsobrook, member
Holy Trinity Church

CC:  Rev. Fr. Freeman, Rector
         Robert O. Stripling, Senior Warden",29.6532242,-82.3242136,2016-12-29T06:40:00Z,2016-12-29T11:06:00Z,265,Public Services,2018-09-27T00:33:00Z,2017-01-05T11:58:00Z,10397,2.122463130152879,120010005001022,12001000500,500,1
5642091,CityOfGainesvilleCollaborativeNeighbor,Trash/Debris (Private Property),Campaign signs are still up along NE 6th Ave and other yards throughout Duck Pond and Gainesville.,29.65743645,-82.32205037,2019-04-02T12:37:00Z,NA,NA,Neighborhood,2019-12-21T05:11:00Z,2019-04-02T14:10:00Z,92,2.1832267750647976,120010005005008,12001000500,500,1
5353116,An anonymous SeeClickFix user,Streetlight/Lamp,Flickering,29.6539757,-82.32381482,2019-02-02T18:56:00Z,2019-02-04T08:01:00Z,2225,Public Services,2019-02-07T13:23:00Z,2019-02-07T13:23:00Z,6867,2.1255099070512955,120010005001017,12001000500,500,1
3075354,soodohnim,Traffic/Pedestrian Signal,The fraffic light at this intersection did a very fast cycle at about 8:58PM Sunday night. I use 6th street a lot and I have not seen the light at this intersection cycle quickly like this before.  Just wanted to alert you to a potential problem.,29.67407501,-82.33078885,2016-11-27T21:17:00Z,NA,NA,Public Services,2018-09-26T23:37:00Z,2016-11-28T09:37:00Z,739,1.9516189486569304,120010003021018,12001000302,302,4
4254355,Robert Lawrence,Road Repair,"Tree roots have broken up the driveway and driveway aprons.  I am going to repair the driveway, but want to be sure about repairing the apron if that is under the control  / oversight of the city.",29.6736413,-82.3574374,2018-03-20T07:53:00Z,2018-03-20T07:53:00Z,0,Public Services,2019-12-20T21:44:00Z,2018-03-27T07:36:00Z,10062,1.8990800728070658,120010011004022,12001001100,1100,4
3835811,An anonymous SeeClickFix user,Road Repair,NA,29.65114022,-82.32309723,2017-10-31T23:07:00Z,2017-10-31T23:07:00Z,0,Public Services,2019-12-20T20:01:00Z,2017-11-07T11:51:00Z,9463,2.321849036932493,120010005001046,12001000500,500,1
2967186,City Clerk's Office 2,Other,"Forest Lyall called the Commission Office on 10/4, 2:16pm, stating there is a tree in front of his property that is tagged to be cut down.  Mr. Lyall says he was not properly notified.  The Mayor returned his phone call on 10/4, but still wanted this to be entered into 311GNV for resolution.  Mr. Lyall's phone number is:  (352) 372-1606",29.660161,-82.347882,2016-10-04T17:08:00Z,2016-10-05T07:07:00Z,838,Public Services,2018-09-26T21:48:00Z,2016-10-13T08:43:00Z,12454,0.36456237193596075,120010010001012,12001001000,1000,2
