adrs,codes
2337 SW ARCHER RD,120010015142000
1716 NW 39TH TERRACE,120010017021035
1259 1287 SW 9TH RD,120010002006024
1633 NW 14TH AVE,120010010001032
506 SE 13T STREET,NA
SW INDUSTRIAL PARK,NA
1118 1156 NORTHWEST 18 AVENUE,120010003011025
4302 NW 39TH AVE,120010018113032
743 SOUTHWEST 16TH AVENUE,120010008082003
1908 NORTHWEST 11TH ROAD,120010010001034
14300 14998 SW 5TH AVE,NA
801 873 NW 22ND TERR,120010010005019
919 SW 6TH AVE,120010002006011
720 722 NW 7TH AVE,120010002001003
228 234 NORTHWEST 7TH AVENUE,NA
800 SW 2ND AVE,120010002004016
1402 FL 26,120010010003024
4442 NW 23RD DR,120010012025011
3101 3335 SR 24 E,NA
1850 NW 11TH RD,120010010001033
3080 3102 OLD ARCHER ROAD,120010015151013
725 NW 13TH STREET,120010005004000
719 NW 19TH AVE,120010003011027
1001 NW 34TH ST,120010010005010
329 NW 15TH ST,120010010003001
605 SOUTHWEST 13TH STREET,120010002006004
NE 10RH AVE AND 24TH STREET,120010006003039
2271 NW 21ST AVE,120010011003014
306 NW 3RD ST,120010002001020
1009 1099 NW 21ST TERRACE,120010010001005
417C NW 39 RD,120010016031008
13 NE 9TH ST,120010005004028
610 NORTHEAST 2 AVENUE,120010005005028
730 NORTHEAST 4 AVENUE,120010005004022
SW 13TH ST   STADIUM RD,NA
532 SE 5TH AVE,120010005001078
101 SW 1 ST,120010005001059
SW 13TH ST,NA
4035 NORTHWEST 34 PLACE,120010011001011
2703 NE 11TH ST,120010004004027
224 226 SW 3RD ST,120010002002002
452 504 NW 37 PL,120010003021006
1204  NORTHWEST 18 AVENUE,120010003011025
511 NORTHWEST 15TH STREET,120010010004031
1403 NORTHWEST 12TH ROAD,120010010001024
2115 NW 3RD PLACE,120010010004044
1581 1599 NORTHEAST 9TH STREET,120010005003000
111 SW 3RD ST,120010005001062
708 NW 31ST AVENUE,120010003023034
310 SOUTHEAST 20TH STREET,120010006003045
1208 NW 3 AVE,120010002003014
N MAIN ST AND NE 16TH AVE,120010003011002
1418 NW 17 TERRACE,120010010001004
500 NW 7TH AVE,120010002001002
527 NW 35TH TERR,120010016031005
1604 NW 6TH AVENUE,120010010004012
3917 NW 30TH TER,120010012024005
3938 NW 20TH TERRACE,120010012031018
NE 10TH AVE   NE 6TH ST,NA
1 SE 4TH AVE,120010005001081
2337 SW ARCHER RD,120010015142000
3415 NW 13TH AVE,120010017021010
4313 NORTHWEST 28TH TERRACE,120010012021000
206 NW 2ND ST,120010002001022
1421 NE 20TH PLACE,120010004002016
NW 4TH STREET AND NW 6TH PLACE,120010002001007
415 SE 2ND AVE,120010005001042
3900 3998 NW 1ST TER,120010016041002
4028 NORTHWEST 10TH AVENUE,120010017021032
1111 NW 22ND STREET,120010010001005
631NW 35TH TERR GAINESVILLE FL,120010016031005
408 410 NORTHWEST 4TH STREET,120010002001013
2521 NW 26TH PL GAINESVILLE,120010011004000
100 180 NE BLVD,120010005001026
NORTHWEST 75TH STREET,NA
1521 NW 7TH AVE GAINESVILLE,120010010004012
NE 9TH ST AND NE 8TH AVE,120010005002038
2731 FL 331,120010021012000
216 NW 20TH TERRACE,120010010004042
1907 NW 37TH BLVD,120010011002016
2533 NW 50TH PL,120010012021008
216 NE 5TH ST,120010005005036
2199 NW 7 TERRACE,120010003011013
1911 1925 NE 3RD AVE,120010006003030
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
1035 NE 3RD AVE,120010005004029
3133 NW 9TH TER,120010022043016
2105 NW 3RD PL,120010010004044
806 NE 7TH AVE,120010005004006
3450 HULL ROAD,NA
1619 NE 15 ST,120010004002028
500 598 NE BLVD,120010005005017
NW 8TH AVE AND NW 4TH ST,NA
1125 SE 4TH ST,120010007002020
2023 SW 39 WAY,120010015211003
4000 4048 SOUTHWEST 5TH AVENUE,120010016042018
600 NORTHEAST WALDO ROAD,120010005004000
NW 12TH ST,NA
735 NE 10TH AVE,120010005003031
800 NE 28TH AVE,120010004004009
3413 NW 26TH TERRACE,120010012022013
322 328 NW 15 TERRACE,120010010003009
3555 NW 14TH AVE,120010017021007
2211 NW 16TH TER,120010011003028
1309 NORTHWEST 2ND STREET,120010003012021
1824 NORTHWEST 10TH AVENUE,120010010001018
219 NW 3RD AVE,120010002001022
619 S MAIN ST,120010005001108
3213 NW  63RD PL,120010018033003
5767 7299 NW 18 AVE,120010017023009
513 NE 9TH ST,120010005004015
2902 NE 14TH ST,120010004004022
6331 NW 38TH TERR,120010018034007
430 490 NORTHWEST 39TH AVENUE,120010003022005
817 NW 16TH AVE,120010003012008
3941 3951 SOUTHWEST 6TH PLACE,120010016041000
920 NE 8TH AVE,120010005002038
213 NW 8TH ST,120010002004000
3020 SW ARCHER RD,120010015141005
1035 NE 3RD AVE,120010005004029
801 845 NW 122ND ST,120010022081000
4736 NW 27TH TER,120010012021000
310 NW 7TH AVE,120010002001001
4340 NW 27TH TERRACE,120010012021000
537 NW 35TH TERRACE,120010016031005
1920 NORTHWEST 9TH STREET,120010003011025
5153 NW 81ST AVE,120010019082042
1238 SW 1ST AVE,120010002005000
842 NORTHEAST 5TH AVENUE,120010005004007
8008 NORTHWEST 44TH STREET,120010019082042
2001 SW 16TH ST,120010008091006
561 NW 12TH ST,120010002003009
1229 NORTHWEST 12TH AVENUE,120010003012035
2435 NORTHEAST 13TH AVENUE,120010006001003
220 NW 15 TERRACE,120010010003012
1215 NW 8TH AVE,120010022081000
2204 NW 2ND AVE,120010010004032
358 398 SOUTHEAST 4TH AVENUE,120010005001067
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
4003 NW 21ST DRIVE,120010012025017
27 NW 36TH DR,120010016031009
109 NE 14 STREET,120010006002024
808 NW 7TH AVE,120010002003004
NE PARK,NA
1626 NW 7TH AVENUE,120010010004011
3404 SW ARCHER RD,120010015213020
2005 SW 23RD ST,120010015142000
1217 1299 NORTHWEST 2ND STREET,120010003012021
N MAIN AND NE 16TH AVE,120010003011002
301 NW 10TH AVE,120010003012051
4329 NW 27TH TERRACE,120010012021018
NW 36TH ST AND NW 5TH AVE,120010016031007
NE 8TH AVE   NE 12TH TERRACE,NA
207 NW 35TH TERRACE,120010016031026
601 FLORIDA 329,120010005001108
1001 1099 NE 5TH TER,120010005003016
228 SE DEPOT AVE,120010005001110
300 500 NW 10TH AVE,120010003012027
21 SW 23RD ST,120010010004047
604 NORTHWEST 8TH PLACE,120010003012049
220 NW 15 TERRACE,120010010003012
321 SE 3RD ST,120010005001067
2204 NW 5TH PL,120010010004032
710 NORTHEAST 9 AVENUE,120010005003030
2132 NW 7TH PLACE,120010010004008
2822 NW 43RD AVENUE,120010012021003
2610 2710 NW 30TH TERRACE,120010011004004
317 NW 2ND ST,120010005001013
1100 1198 SOUTHEAST 16 AVENUE,120010021011050
300 SW 13TH ST,120010007001011
1101 NE 10TH TERRACE,120010005002020
1653 NW 14TH AVE,120010010001032
NW 39TH SSTREET AND 11TH PLACE,NA
1 107 SE 4TH PL,NA
532 598 SE 2ND PL,120010005001042
700 NW 19TH AVE,120010003011025
3545 FL 26,120010016043003
801 SW 29 PLACE,120010008083001
200 298 NE 6TH AVE,120010005005008
1127 NW 16TH AVE,120010003012009
2936 NW 45TH AVE,120010012021006
1051 1277 NORTHWEST 34TH STREET,120010010005010
620 NE 6TH AVE,120010005005014
UNIVERSITY AVE AT W 3RD ST,120010005001056
1707 1739 NE 9TH ST,120010004003009
560 SOUTHWEST 3RD AVENUE,120010002002004
2298 NW 21ST AVE,120010011003013
2798 WEST UNIVERSITY AVENUE,120010010002001
1103 NW 5TH AVE GAINESVILLE FLORIDA,120010002003019
528 NW 34TH DR,120010016031004
202 NW 14TH ST,120010010003018
1809 GAINESVILLE HAWTHORNE STATE TRAIL,NA
2430 NW 38TH DR,120010011002005
600 SOUTHWEST 6TH STREET GAINESVILLE,120010002002031
2898 NORTHWEST 4TH LANE,120010010002001
1525 NE 8TH ST,120010005003001
622 NW 5TH AVE,120010002001018
SW 20TH AVE,NA
2225 NW 2ND AVE,120010010004034
4399 SW 20TH AVE,120010015211009
1350 NW 4TH ST,120010003012027
1209 NORTHWEST 43RD STREET,120010017021029
ON NW 8TH AVE SIDEWALK NEAR NW 40TH TERR,NA
2221 NORTHWEST 19TH AVENUE,120010011003030
1218 NORTHWEST 44TH AVENUE,120010003022003
CIRCLE OF HOPE,NA
631 NW 36TH DR,120010016031011
2604 NW 19TH DRIVE,120010011004023
321 SOUTHWEST 13TH STREET,120010002005003
2632 NW 4TH PL,120010010002001
9232 NW 25TH LANE,120010022044014
518 524 NE 4TH AVE,120010005005025
730 SE 10TH ST,120010007002003
2232 NW 19 LANE,120010011003014
730 NW 2ND STREET,120010002001000
3401 WEST UNIVERSITY AVENUE,120010016043000
3601 SW 2ND AVE,120010016041000
910 NORTHWEST 39TH STREET,120010017021024
605 NW 8TH AVE,120010022081000
4223 NW 20TH ST,120010012031020
8223 NW 53RD ST,NA
310 NW 36TH AVE,120010003021006
2340 NE WALDO RD,120010004001010
3207 NORTHWEST 52ND LANE,120010012011011
727 SOUTHWEST 4TH AVENUE,120010002006000
4436 NW 27TH TERRACE,120010012021000
713 NW 11TH AVENUE,120010003012058
1627 NW 7TH PLACE,120010010004011
815 SW 10TH ST,120010002006016
3307 W UNIVERSITY AVE,120010010002034
SW 13TH ST   SW 9TH RD,NA
507 NW 35TH TERR,120010016031005
3010 SW 35TH PL,120010015153000
600 NW 10TH ST,120010002003009
4520 NW 28TH TER,120010012021005
14 S MAIN ST,120010005001060
109 NW 22ND DR,120010010004034
4101 NW 15TH PL,120010017021012
1583 1599 NE 6TH TERRACE,120010005003004
1004 NW 8TH ST,120010003012038
222 SW 10TH ST,120010002004023
1201 1299 NORTHEAST 2ND STREET,120010005003011
1000 NE 16TH AVE,120010004003009
4137 4283 SW 20TH AVE,120010015211000
2160 NE 31ST AVE,120010004001000
NW 23RD TER   NW 62ND AVE,NA
2100 NE 39TH AVE,120010019021021
452 NW 37TH PL,120010003021006
832 898 WEST PANHELLENIC DRIVE,120010002006020
1 NW 16TH AVENUE,120010003012001
25 SOUTHWEST 1ST AVENUE,120010005001059
20 W UNIVERSITY AVE,120010005001050
4810 NW 8TH AVENUE GAINESVILLE FLORIDA,120010017022017
1600 NW 6TH ST,120010003011030
1607 NW 12TH ST,120010003011025
1300 NORTHWEST 16TH AVENUE,120010011003034
2207 NW 2 AVE,120010010004034
SW 35TH PLACE,NA
1336 NW 5TH AVE,120010010004030
201 299 NW 2ND ST,120010005001020
NW 58 THE,NA
1116 NORTHEAST 10TH PLACE,120010005002017
3206 NW 48 PLACE,120010012024000
3514 NW 11TH AVE,120010017021010
1300 1398 SOUTHWEST 21ST AVENUE,120010008091008
527 NW 35TH TERR,120010016031005
TOWER ROAD HEADING SOUTH JUST SOUTH OF SW 49 BLVD  HAILE PLANTATION ENTRANCE ,NA
1914 NW 12TH TER,120010003011029
1910 NW 55TH ST,120010017023000
3920 3930 NW 33RD PL,120010011001012
1005 SOUTHEAST 2ND AVENUE,120010005001071
2221 2227 NW 3RD PL,120010010004032
9324 SOUTHWEST 122ND STREET,NA
805 NE 4TH TERRACE,120010005003044
3901 3949 NW 29TH TER,120010012021010
2233 SW 39 WAY,120010015211000
50 SW 6TH STREET,120010002004018
1301 N MAIN ST,120010003012000
523 531 SE 2ND PL,120010005001068
3579 3599 SW 24TH AVE,120010015213000
700 SOUTHWEST 62ND BOULEVARD,120010016044006
426 NW 4TH ST,120010002001013
4216 NW 20TH TERRACE,120010012031017
28TH TER AND 45TH AVE  CORNER HOME,NA
800 810 NE 4TH AVE,120010005004021
4112 NE 1ST TERR,120010019021009
NW 36TH DR   NW 60TH LN,NA
4734 NW 35TH ST,120010012011000
710 NW 4TH STREET,120010002001002
1206 NE 3RD ST,120010005003011
400 SE 10TH AVE,120010007002075
435 SE 8TH ST,120010005001073
1212 NE 4 ST,120010005003012
2185 2199 NW 16TH AVE,120010010001010
SOUTHWEST 6TH  ST,NA
85 99 NORTHEAST 1ST STREET,NA
297 E UNIVERSITY AVE,120010005001046
3026 NW 6TH STREET,120010003023033
2370 SW ARCHER RD,120010015141002
MOUNT MORIAH BAPTIST CHURCH,NA
19 SW 2ND ST,120010005001061
2926 SW 35TH PL,120010015153000
1126 NORTHWEST 16TH AVENUE,120010003011025
2100 NORTHWEST 8 COURT,120010003011008
3811 SW 34TH ST,120010015172000
3237 NORTHWEST 30TH AVENUE,120010011004008
418 NW 3RD AVE,120010002001019
2936 NE 13TH STREET,120010004004024
1605 1629 NORTHWEST 36TH WAY,120010017021007
4499 SW 47 AVE,NA
2057 NW 31ST PL,120010012031052
1639 NW 2ND AVENUE,120010010003027
2227 NORTHWEST 7TH LANE,120010010004009
824 830 NW 6TH AVE,120010002003005
1017 NORTHEAST 8TH AVENUE,120010005004003
1156 NORTHWEST 18TH TERRACE,120010010001034
167 NORTHEAST 10TH AVENUE,120010003012024
12 SE 1ST ST,120010005001048
236 NW 2ND AVE,120010002001022
1043 NE 23 AVE,120010004003000
415 SE 15 STREET,120010007003005
2645 NW 50TH PLACE,120010012021000
NE 16TH AVE AND N MAIN ST,120010003011002
1600 SW ARCHER ROAD,120010009021006
1126 1126 NW 16TH AVE GAINESVILLE 32601 UNITED STATES,120010003011025
301 SOUTHWEST 3 AVENUE,120010002002008
NW 15TH AVENUE   NW 10TH STREET GAINESVILLE,NA
2306 NE WALDO RD,120010004001010
1400 1500 NE 2ND ST,120010003012000
1236 NW 30 AVE,120010003023024
1131 NORTHWEST 51 TERRACE,120010017022017
1604 NW 8TH AVE,120010010001030
2 198 SW 7 ST,120010002004017
4048 NW 12TH AVE,120010017021030
733 SW 2ND TERRACE,120010002002024
1100 NORTHEAST 5TH AVENUE,120010005004000
CASABLANCA EAST APARTMENTS,NA
1001 1215 NW 2ND ST,120010003012022
1410 SOUTHWEST 25TH PLACE,120010008091023
204 NORTHEAST WALDO ROAD,120010005004030
323 NW 6TH ST,120010002001006
1000 NE 16TH AVE,120010004003009
517 NE 4TH ST,120010005005019
2918 NE 10TH STREET,120010004004010
NE 9TH ST AND NE 8TH AVE,120010005002038
207 NW 35TH TERRACE,120010016031026
412 NORTHWEST 7TH AVENUE,120010002001002
6518 NW 26TH TERRACE,120010018033010
1031  NE 7TH ST,120010005003019
6200 6398 NW 23RD ST,120010018033015
220 SE 21ST STREET,120010006003056
2321 SW 31 PL,120010015153000
1101 1105 NE 9 AVE,120010005002035
2202 NORTHWEST 2ND AVENUE,120010010004032
4121 NW 15TH PL,120010017021012
504 NE 7TH ST,120010005005015
1237 SW 2ND AVENUE,120010002005002
518 NW 1ST ST,120010005001011
1701 1709 NW 10TH AVE,120010010001029
407 SOUTHWEST 5TH AVENUE,120010002002020
1503 NW 4TH ST,120010003012003
1937 NE 8TH AVE,120010006003021
NW 52ND PLACE3,NA
614 SE 2ND PL,120010005001041
301 311 NW 13TH ST,120010002005003
305 NE 6TH AVENUE,120010005005020
114 SOUTHWEST 24TH STREET,120010010002022
1604 NW 6 AVE,120010010004012
2900 SW 2ND CT GAINESVILLE,120010008081003
1475 1487 NORTHEAST 8TH AVENUE,120010005004000
401 NE 2ND ST,120010005005022
500 698 NW 19TH ST,120010010004026
608 NW 24TH AVE,120010003023043
1231 1279 NORTHEAST 9TH STREET,120010005002014
2316 52ND PL,120010012025007
195 N,NA
500 NW 43RD ST,120010006003007
807 NW 3RD AVE,120010002004002
CLEAR LAKE,NA
3706 SW 3 PL,120010016042020
3700 WINDMEADOWS BOULEVARD,120010015213000
404 S MAIN ST,120010005001089
920 NW 4TH ST,120010003012050
435 S MAIN ST,120010005001088
1001 1099 NW 17TH ST,120010010001018
SW 13TH ST,NA
399 NE 9 AVE,120010005003052
1003 SW 6TH AVE,120010002006010
2039 NORTHWEST 3RD AVENUE,120010010004042
521 NORTHWEST 23RD AVENUE,120010003011005
709 NW 22ND ST,120010010004026
SANDWICH INN,NA
216 NE 3RD AVE,120010005005033
1126 NORTHWEST 16TH AVENUE,120010003011025
699 NW 4TH ST,120010002001007
200 NE 9TH ST,120010005004025
24 S MAIN ST,120010005001060
710 798 NORTHWEST 16TH AVENUE,120010003011036
111 SOUTHEAST 1ST AVENUE,120010005001057
12 SE 1ST ST,120010005001048
1424 NE 15TH ST,120010005002002
800 898 NE 9TH ST,120010005003033
1124 SE 4 ST,120010007002050
410 NE 11TH ST,120010005004019
1401 NE 2ND ST,120010005003005
402 NORTHWEST 8TH AVENUE,120010003012054
1422 NW 7TH ROAD,120010010004001
SW 39TH WAY   SW 20TH AVE,NA
100 N MAIN ST,120010005001021
2091 SOUTHWEST 23RD TERRACE,120010015142000
8620 NW 13TH ST LOT  318,120010018032002
818 NW 21ST TERRACE,120010010001035
1710 NW 42ND AVE,120010012031012
1639 NW 11TH RD,120010010001018
1620 SW 42ND ST,120010015201005
555 NW 31ST AVENUE,120010003021006
547 NE 4TH AVE,120010005005029
430 SW 3RD AVE,120010002002012
2222 SE 11 AVE,120010007003008
2220 SW 39TH WAY,120010015211000
7022,NA
1601 2577 NW 18TH TER,120010022041000
2814 SOUTHWEST 34TH STREET,120010015213035
2103 NE 3RD PL,120010006003055
413 NW 35TH STREET,120010016031021
2911 NW 39TH PL,120010012021010
1299 NW 39TH AVE,120010003023000
415 NW 32ND ST,120010010002010
2102  NE 17 TERRACE,120010004002003
2012 NW 21ST ST,120010011003008
2203 NW 9TH PL,120010010005019
4001 4199 NW 48TH PL,120010012011012
1050 NE 7TH STREET,120010005003018
2207 NW 10TH ST,120010003011008
1001 WALDO ROAD GREENWAY DEPOT AVENUE RAIL TRAIL,120010006001040
2635 SW 35TH PLACE,120010015162000
200 E UNIVERSITY AVE,120010005001023
7600 48 WAY,NA
NW 34TH ST AND 31SR BLVD,NA
400 NE 13 AVE,120010005003005
215 SE 2ND AVE,120010005001044
NE 10TH AVE   N MAIN ST,NA
2337 SW ARCHER RD,120010015142000
422 NW 3RD AVE GAINESVILLE 32601 UNITED STATES,120010002001019
1564 NORTHWEST 7TH PLACE,120010010004003
711 SOUTHEAST 10 AVENUE,120010007002019
14 NE 8TH AVE,120010003012061
2220 SW 39 WAY,120010015211000
901 999 NE 5 TERRACE,120010005003038
1125 1347 NORTHWEST 22ND STREET,120010010001010
6608 NW 40TH DR,120010018034007
1186 1298 SW 11TH AVE,120010008061008
1201 1499 NE 19TH PL,120010004002026
3  NW  24  TH ST,120010010002001
3212 NW 14TH ST,120010012031033
5129 5299 NORTHEAST 15TH STREET,120010019021004
813 SE 2ND AVE,120010005001070
1036 1098 NORTHEAST 1ST AVENUE,120010005004029
300 398 NE 2ND ST,120010005001016
900 NW 4TH AVE,120010002003022
104 NW 14 ST,120010010003022
1026 NW 14TH AVE,120010003012013
926 928 NE STATE RD 24,120010005003047
5110 NW 34TH BLVD,120010017011008
1202 SW 1 AVE,120010002005000
211 SE DEPOT AVE,120010005001111
NW 5TH AVENUE AND NW 9TH STREET,NA
1100 NORTHWEST 8TH STREET,120010003012039
824 NW 40TH DR,120010017021031
    9   NW  24  TH  STREET,120010010002001
222 NW 1ST AVE,120010005001053
10 SOUTHWEST 1 AVENUE,120010005001060
NW 8TH AVE   NW 40TH DR,NA
827 NW 15TH AVE,120010003012014
700 798 SE 2ND PL,120010005001070
1121 NE 11TH STREET 12TH AVENUE,120010005002018
4401 NW 20TH DR,120010012031007
2204 NW 5TH PL,120010010004032
112 SW 1ST AVE,120010005001061
317 SW 23RD TERRACE,120010010002032
3906 NORTHWEST 19TH STREET,120010012031022
1 99 SE 1ST AVE,NA
2004 NW 37TH BLVD,120010011002015
400 NE 16TH AVE,120010004003006
3759 NW 26TH STREET,120010012022008
704 NW 31 PLACE,120010003023021
1674 NORTHWEST 34TH STREET,120010011002021
4302 SR 222 W,NA
2337 SW ARCHER RD,120010015142000
1203 SW 1 AVE,120010002005001
102 SE 1ST AVE,120010005001047
3940 SR 24 W,NA
2 98 NW 1ST ST,NA
4322 NW 20TH TERR,120010012031007
409 NW 7TH AVE,120010002001006
2207 NW 4TH PL,120010010004032
430 NORTHWEST 5TH AVENUE,120010002001006
1005 NW 39TH AVE,120010003023000
4007 SW 22ND ROAD,120010015211000
3600 3654 NW 8TH AVE GAINESVILLE,120010017021038
7406 NW 21ST WAY,120010019082015
1944 SOUTHEAST 2ND AVENUE,120010006003045
4039 NW 16TH BLVD,120010017021000
2105 NW 3RD PLACE,120010010004044
702 NE 5TH ST,120010005005003
600 614 NE 10TH AVE,120010005003028
610 NW 34TH AVE,120010003023010
120 SW 25TH ST,120010010002021
2521 NW 28TH PLACE,120010011004000
704 NW 31 PLACE,120010003023021
1022 NW 3RD AVE GAINESVILLE 32601 UNITED STATES,120010002003020
1300 NW 49TH TERRACE,120010017022016
4700 SW 34 TERRACE,120010012011000
"3515 SW 39TH BLVD
GAINESVILLE FL 32608
UNITED STATES",120010015191006
3055 NE 28TH AVE,120010007004026
5232 NW 19TH ST,120010012025000
N MAIN ST AND NE 12TH AVE,120010003012022
4720 NW 39 ST,120010012011012
1210 1236 SW 4TH AVE,120010002005003
399 NE STATE RD 24,120010005005029
503 511 NE 15TH ST,120010006002014
804 SOUTHWEST 2ND AVENUE,120010002004016
1631 NW 5TH AVE,120010010003002
747 SOUTHWEST 2ND AVENUE,120010002002005
303 SE 21ST ST,120010006003038
3930 NW 33RD PL,120010011001012
2601 NW 23RD BLVD,120010012032000
700 SW 34TH ST,120010016043007
508 NW 2ND AVE,120010002001023
2700 SW 13TH ST,120010008091025
2121 NORTHWEST 40TH TERRACE,120010017021002
2700 NW 42ND PLACE,120010012021017
4322 NW 20 TERR,120010012031007
NE 7TH TERRACE AND NE 9TH AVE,120010005003030
2263 2289 NORTHEAST 39TH AVENUE,120010004001000
3845 NORTHWEST 14TH PLACE,120010017021027
409 NW 7TH AVE,120010002001006
1526 NW 7TH AVE,120010010004011
714 NORTHEAST 25TH STREET,120010006003017
429 NORTHWEST 14TH STREET,120010010003000
1000 W UNIVERSITY AVE,120010002004015
2200 NE 3RD AVE,120010006003033
4406 BLACK FOREST WAY,120010012021015
NE CORNER 7ST AND UNIVERSITY AVE,120010005001060
530 NE 8TH AVE,120010005003037
100 SW 2ND AVE,120010005001094
2138 NW 29TH PL,120010011003003
911 NW 40 AVE,120010003022020
200 NE 16TH AVE,120010004003018
936 NE 7TH PL,120010005004004
1102 NORTHEAST 5TH AVENUE,120010005004000
1900 1998 18TH PL,120010004002022
5830 NW 34TH BLVD,120010018034001
1105 NW 40TH DR,120010017021032
1514 NE 14 TH STREET,NA
103 NORTHEAST 11TH STREET,120010005004030
NE BOULEVARD NEAR NE 5TH TERRACE,NA
1404 NORTHEAST 31ST AVENUE,120010004004000
320  NW  24  TH  ST  32607,120010010002001
3505 NW 17TH ST,120010012031038
934 SW 9TH ST,120010008061006
316 NORTHEAST 14TH STREET,120010006002007
800 888 SE 5TH ST,120010007002076
1212 SOUTHWEST 1 AVENUE,120010002005000
201 SE DEPOT AVE,120010005001111
212 NW 21ST ST,120010010004044
2509 NW 54TH BLVD,120010012023004
526 SW DEPOT AVE,120010002002042
2011 NW 13TH ST,120010008082003
1415 NW 14TH AVENUE,120010010001021
SW 62ND BOULEVARD,NA
4005 NW 9TH CT,120010017021033
4928 NORTHWEST 40 STREET,120010012011012
NE 10TH AVE AND NE 7TH TERR,NA
615 NE 5TH AVENUE,120010005005027
202 NW 15TH AVENUE,120010003012003
600 700 NE 8TH AVE,120010005003035
4411 SW 34TH STREET,120010015171000
NW 15TH STREET BETWEEN NW 12TH RD AND NW 14TH AVE,NA
1275 1281 NW 16TH AVE,120010003012010
713 NE 10TH AVE,120010005003030
1224 1242 NORTHWEST 8TH AVENUE,120010003012046
630 642 NE 15TH TERRACE,120010006002004
4305 SW 7 AVE,120010016041000
3421 NORTHWEST 32ND DRIVE,120010012022011
2500 2508 NW 41ST ST,120010011002006
1731 FL 20,120010003011031
3805 NORTHWEST 14TH PLACE,120010017021027
110 SW 6TH ST,120010002004018
2432 NORTHWEST 49TH AVENUE,120010012025009
"GAINESVILLE FL 32608
UNITED STATES",NA
1326 NORTHWEST 11TH ROAD,120010010001024
901 N MAIN ST,120010003012024
"3705 SW 27TH ST
GAINESVILLE FL 32608
UNITED STATES",120010015162000
2301 SW 39 DR,120010015211000
2308 E SE HAWTHORNE RD GAINESVILLE FL,120010006003038
NW 16TH TERRACE,NA
116 NW 3RD ST,120010005001054
3902 3930 NE STATE RD 24,NA
SW 13TH ST,NA
3800 SW 34TH STREET,120010015191002
2815 NW 13TH ST SUITE 302,120010003023029
2811 SW ARCHER RD,120010015142000
2117 2399 NW 55TH BLVD,120010017011014
4717 NW 10TH PL,120010022041013
1822 NW 6TH AVENUE,120010010004021
SOUTHEAST 3RD STREET,NA
2337 SW ARCHER RD,120010015142000
916 NE 19TH ST,120010006001038
505 515 NE 5TH AVE,120010005005025
3609 NW 40TH ST,120010011001007
506 NW 3RD STREET,120010002001007
1701 SW 16TH AVE,120010008091004
NW 16TH AVENUE,NA
1432 SOUTHWEST 25TH PLACE,120010008091023
2250 W UNIVERSITY AVE,120010010004032
725 NW 13TH ST,120010005004000
1322 NORTHEAST 19TH PLACE,120010004002015
510 NW 15TH ST,120010010004019
1600 BLOCK OF NW 7TH AVENUE,NA
3918 SW 33 PL,120010015213000
2019 NORTHWEST 21ST LANE,120010011003021
300 312 NE 2 AVE,120010005005035
2204 NORTHWEST 2ND AVENUE,120010010004032
752 NW 22ND ST,120010010004009
4216 NORTHWEST 48 PLACE,120010012011012
1724 NW 7TH AVENUE,120010010004010
325 SW WILLISTON RD,NA
1203 NW 4TH ST,120010003012026
5300 NW 34TH BLVD,120010017011009
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
2264 NW 15TH AVE,120010010005000
749 SOUTHWEST 2ND AVENUE,120010002002005
1940 E UNIVERSITY AVE,120010010004040
1041 S MAIN ST,120010007002012
2099 NORTHWEST 32ND TERRACE,120010011004011
532 SW 6TH AVE,120010002002030
1220 NW 5TH AVE,120010002003007
2402 NW 23RD TERRACE,120010011004016
5218 SOUTHWEST 34TH STREET,120010015191006
800 SOUTHEAST 8TH AVENUE,120010007002006
1425 NE 2ND ST,120010005003005
2046 NW 35TH AVE,120010012031043
400 498 NW 1ST ST,120010005001012
2447 2555 NW 43RD ST,120010011002012
532 SW 6TH AVE,120010002002030
1203 SW 1 AVE,120010002005001
723 NORTHWEST 15TH STREET,120010010004002
600 698 NE 11TH ST,120010005004013
3345 SW 34TH ST,120010015172004
2635 SW 35TH PLACE,120010015162000
NW 16TH AVENUE AND NW 24TH STREET,NA
2236 NW 11TH AVE,120010010005012
2000 NW 43RD PL,120010012031006
NW 24TH BLVD   SR 222,NA
301 399 NE 12TH ST,NA
709 NW 22ND ST,120010010004026
2139 NW 30TH PL,120010011003003
103 NE 16TH AVE,120010003012000
2805 2813 SW 29 PL,120010015152006
703 NW 8TH PL,120010003012063
2600 SW WILLISTON RD,120010015171013
NE 10TH AVE,NA
3309 NORTHWEST 8TH AVENUE,120010022081000
700 NW 12TH AVE,120010003012029
708 NW 6TH AVE,120010002001004
1206 NE 17TH AVE,120010004002027
1130 NW 4TH ST,120010003012027
3933 SW 34TH ST,120010015172000
318  NW  24  TH ST,120010010002001
8145 NW 54TH TERRACE,120010018131004
NE 23RD AVE   NE 8TH ST,NA
INTERSECTION OF NE 1ST ST   NE 3RD AVE,NA
6431 NW 26TH TERRACE,120010018033000
1521 NW 7TH AVE,120010010004012
3498 NORTHWEST 38TH STREET,120010011001012
300 398 SOUTHEAST 4TH STREET,120010005001067
2006 NE WALDO RD,120010004002008
3905 3917 NORTHWEST 32ND PLACE,120010011001011
