Address,Census Code,Geo ID,Tract,Population,Median Income,Per Capita,Under Poverty,Employed
3035 NORTHWEST 6TH STREET,120010003021006,12001000302,000302,2343,24292,414,25223,1967
100 WEST UNIVERSITY AVENUE,120010022172000,12001002217,002217,5724,19446,1168,16964,4399
WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
3224 NW 17TH STREET,120010012031040,12001001203,001203,3542,33315,673,28551,2975
2-98 NW 14TH ST,NA,NA,NA,NA,NA,NA,NA,NA
SE 4TH ST,NA,NA,NA,NA,NA,NA,NA,NA
4025 NW 35TH ST,120010012011023,12001001201,001201,3421,32714,964,32910,2912
2420 SE 57TH BLVD,120010019022053,12001001902,001902,3192,13594,360,13393,3006
22-98 NE 11TH ST,NA,NA,NA,NA,NA,NA,NA,NA
2204 NW 5TH PL,120010010004032,12001001000,001000,5596,16646,783,37463,5223
NE 9TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
2000 NW 7TH TER,120010003011023,12001000301,000301,4355,20845,615,19201,3871
606-718 SW 4TH AVE,120010002002006,12001000200,000200,6671,7174,282,11678,6534
400 NORTHEAST 16TH AVENUE,120010004003006,12001000400,000400,6655,23015,1246,18756,4711
2337 SW ARCHER RD,120010015142000,12001001514,001514,1561,22958,158,26330,1481
1716 NW 39TH TERRACE,120010017021035,12001001702,001702,5622,38289,1352,40794,4560
1259-1287 SW 9TH RD,120010002006024,12001000200,000200,6671,7174,282,11678,6534
1633 NW 14TH AVE,120010010001032,12001001000,001000,5596,16646,783,37463,5223
506 SE 13T STREET,NA,NA,NA,NA,NA,NA,NA,NA
SW INDUSTRIAL PARK,NA,NA,NA,NA,NA,NA,NA,NA
1118-1156 NORTHWEST 18 AVENUE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
4302 NW 39TH AVE,120010018113032,12001001811,001811,6890,38813,1697,46540,5761
743 SOUTHWEST 16TH AVENUE,120010008082003,12001000808,000808,3305,19755,460,19644,2930
1908 NORTHWEST 11TH ROAD,120010010001034,12001001000,001000,5596,16646,783,37463,5223
14300-14998 SW 5TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
801–873 NW 22ND TERR,120010010005019,12001001000,001000,5596,16646,783,37463,5223
919 SW 6TH AVE,120010002006011,12001000200,000200,6671,7174,282,11678,6534
720-722 NW 7TH AVE,120010002001003,12001000200,000200,6671,7174,282,11678,6534
228-234 NORTHWEST 7TH AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
800 SW 2ND AVE,120010002004016,12001000200,000200,6671,7174,282,11678,6534
1402 FL-26,120010010003024,12001001000,001000,5596,16646,783,37463,5223
4442 NW 23RD DR,120010012025011,12001001202,001202,7309,33838,1572,39611,6253
3101-3335 SR-24 E,NA,NA,NA,NA,NA,NA,NA,NA
1850 NW 11TH RD,120010010001033,12001001000,001000,5596,16646,783,37463,5223
3080-3102 OLD ARCHER ROAD,120010015151013,12001001515,001515,5207,16140,378,14940,4993
725 NW 13TH STREET,120010005004000,12001000500,000500,5171,24516,872,30253,4560
719 NW 19TH AVE,120010003011027,12001000301,000301,4355,20845,615,19201,3871
1001 NW 34TH ST,120010010005010,12001001000,001000,5596,16646,783,37463,5223
329 NW 15TH ST,120010010003001,12001001000,001000,5596,16646,783,37463,5223
605 SOUTHWEST 13TH STREET,120010002006004,12001000200,000200,6671,7174,282,11678,6534
NE 10RH AVE AND 24TH STREET,120010006003039,12001000600,000600,5195,20582,987,13268,3835
2271 NW 21ST AVE,120010011003014,12001001100,001100,7143,40000,1752,39743,5676
306 NW 3RD ST,120010002001020,12001000200,000200,6671,7174,282,11678,6534
1009-1099 NW 21ST TERRACE,120010010001005,12001001000,001000,5596,16646,783,37463,5223
417C NW 39 RD,120010016031008,12001001603,001603,1467,17042,213,24036,1311
13 NE 9TH ST,120010005004028,12001000500,000500,5171,24516,872,30253,4560
610 NORTHEAST 2 AVENUE,120010005005028,12001000500,000500,5171,24516,872,30253,4560
730 NORTHEAST 4 AVENUE,120010005004022,12001000500,000500,5171,24516,872,30253,4560
SW 13TH ST & STADIUM RD,NA,NA,NA,NA,NA,NA,NA,NA
532 SE 5TH AVE,120010005001078,12001000500,000500,5171,24516,872,30253,4560
101 SW 1 ST,120010005001059,12001000500,000500,5171,24516,872,30253,4560
SW 13TH ST,NA,NA,NA,NA,NA,NA,NA,NA
4035 NORTHWEST 34 PLACE,120010011001011,12001001100,001100,7143,40000,1752,39743,5676
2703 NE 11TH ST,120010004004027,12001000400,000400,6655,23015,1246,18756,4711
224-226 SW 3RD ST,120010002002002,12001000200,000200,6671,7174,282,11678,6534
452-504 NW 37 PL,120010003021006,12001000302,000302,2343,24292,414,25223,1967
1204  NORTHWEST 18 AVENUE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
511 NORTHWEST 15TH STREET,120010010004031,12001001000,001000,5596,16646,783,37463,5223
1403 NORTHWEST 12TH ROAD,120010010001024,12001001000,001000,5596,16646,783,37463,5223
2115 NW 3RD PLACE,120010010004044,12001001000,001000,5596,16646,783,37463,5223
1581-1599 NORTHEAST 9TH STREET,120010005003000,12001000500,000500,5171,24516,872,30253,4560
111 SW 3RD ST,120010005001062,12001000500,000500,5171,24516,872,30253,4560
708 NW 31ST AVENUE,120010003023034,12001000302,000302,2343,24292,414,25223,1967
310 SOUTHEAST 20TH STREET,120010006003045,12001000600,000600,5195,20582,987,13268,3835
1208 NW 3 AVE,120010002003014,12001000200,000200,6671,7174,282,11678,6534
N MAIN ST AND NE 16TH AVE,120010003011002,12001000301,000301,4355,20845,615,19201,3871
1418 NW 17 TERRACE,120010010001004,12001001000,001000,5596,16646,783,37463,5223
500 NW 7TH AVE,120010002001002,12001000200,000200,6671,7174,282,11678,6534
527 NW 35TH TERR,120010016031005,12001001603,001603,1467,17042,213,24036,1311
1604 NW 6TH AVENUE,120010010004012,12001001000,001000,5596,16646,783,37463,5223
3917 NW 30TH TER,120010012024005,12001001202,001202,7309,33838,1572,39611,6253
3938 NW 20TH TERRACE,120010012031018,12001001203,001203,3542,33315,673,28551,2975
NE 10TH AVE & NE 6TH ST,NA,NA,NA,NA,NA,NA,NA,NA
1 SE 4TH AVE,120010005001081,12001000500,000500,5171,24516,872,30253,4560
2337 SW ARCHER RD,120010015142000,12001001514,001514,1561,22958,158,26330,1481
3415 NW 13TH AVE,120010017021010,12001001702,001702,5622,38289,1352,40794,4560
4313 NORTHWEST 28TH TERRACE,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
206 NW 2ND ST,120010002001022,12001000200,000200,6671,7174,282,11678,6534
1421 NE 20TH PLACE,120010004002016,12001000400,000400,6655,23015,1246,18756,4711
NW 4TH STREET AND NW 6TH PLACE,120010002001007,12001000200,000200,6671,7174,282,11678,6534
415 SE 2ND AVE,120010005001042,12001000500,000500,5171,24516,872,30253,4560
3900–3998 NW 1ST TER,120010016041002,12001001604,001604,8129,18544,918,20622,7700
4028 NORTHWEST 10TH AVENUE,120010017021032,12001001702,001702,5622,38289,1352,40794,4560
1111 NW 22ND STREET,120010010001005,12001001000,001000,5596,16646,783,37463,5223
631NW 35TH TERR GAINESVILLE FL,120010016031005,12001001603,001603,1467,17042,213,24036,1311
408-410 NORTHWEST 4TH STREET,120010002001013,12001000200,000200,6671,7174,282,11678,6534
2521 NW 26TH PL GAINESVILLE,120010011004000,12001001100,001100,7143,40000,1752,39743,5676
100-180 NE BLVD,120010005001026,12001000500,000500,5171,24516,872,30253,4560
NORTHWEST 75TH STREET,NA,NA,NA,NA,NA,NA,NA,NA
1521 NW 7TH AVE GAINESVILLE,120010010004012,12001001000,001000,5596,16646,783,37463,5223
NE 9TH ST AND NE 8TH AVE,120010005002038,12001000500,000500,5171,24516,872,30253,4560
2731 FL-331,120010021012000,12001002101,002101,2098,30058,486,29827,1719
216 NW 20TH TERRACE,120010010004042,12001001000,001000,5596,16646,783,37463,5223
1907 NW 37TH BLVD,120010011002016,12001001100,001100,7143,40000,1752,39743,5676
2533 NW 50TH PL,120010012021008,12001001202,001202,7309,33838,1572,39611,6253
216 NE 5TH ST,120010005005036,12001000500,000500,5171,24516,872,30253,4560
2199 NW 7 TERRACE,120010003011013,12001000301,000301,4355,20845,615,19201,3871
1911-1925 NE 3RD AVE,120010006003030,12001000600,000600,5195,20582,987,13268,3835
WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
1035 NE 3RD AVE,120010005004029,12001000500,000500,5171,24516,872,30253,4560
3133 NW 9TH TER,120010022043016,12001002204,002204,11308,41581,2960,39366,8593
2105 NW 3RD PL,120010010004044,12001001000,001000,5596,16646,783,37463,5223
806 NE 7TH AVE,120010005004006,12001000500,000500,5171,24516,872,30253,4560
3450 HULL ROAD,NA,NA,NA,NA,NA,NA,NA,NA
1619 NE 15 ST,120010004002028,12001000400,000400,6655,23015,1246,18756,4711
500-598 NE BLVD,120010005005017,12001000500,000500,5171,24516,872,30253,4560
NW 8TH AVE AND NW 4TH ST,NA,NA,NA,NA,NA,NA,NA,NA
1125 SE 4TH ST,120010007002020,12001000700,000700,6395,19240,1305,19984,5284
2023 SW 39 WAY,120010015211003,12001001521,001521,4229,17670,527,16308,3882
4000-4048 SOUTHWEST 5TH AVENUE,120010016042018,12001001604,001604,8129,18544,918,20622,7700
600 NORTHEAST WALDO ROAD,120010005004000,12001000500,000500,5171,24516,872,30253,4560
NW 12TH ST,NA,NA,NA,NA,NA,NA,NA,NA
735 NE 10TH AVE,120010005003031,12001000500,000500,5171,24516,872,30253,4560
800 NE 28TH AVE,120010004004009,12001000400,000400,6655,23015,1246,18756,4711
3413 NW 26TH TERRACE,120010012022013,12001001202,001202,7309,33838,1572,39611,6253
322-328 NW 15 TERRACE,120010010003009,12001001000,001000,5596,16646,783,37463,5223
3555 NW 14TH AVE,120010017021007,12001001702,001702,5622,38289,1352,40794,4560
2211 NW 16TH TER,120010011003028,12001001100,001100,7143,40000,1752,39743,5676
1309 NORTHWEST 2ND STREET,120010003012021,12001000301,000301,4355,20845,615,19201,3871
1824 NORTHWEST 10TH AVENUE,120010010001018,12001001000,001000,5596,16646,783,37463,5223
219 NW 3RD AVE,120010002001022,12001000200,000200,6671,7174,282,11678,6534
619 S MAIN ST,120010005001108,12001000500,000500,5171,24516,872,30253,4560
3213 NW  63RD PL,120010018033003,12001001803,001803,5457,28901,1280,30587,4622
5767-7299 NW 18 AVE,120010017023009,12001001702,001702,5622,38289,1352,40794,4560
513 NE 9TH ST,120010005004015,12001000500,000500,5171,24516,872,30253,4560
2902 NE 14TH ST,120010004004022,12001000400,000400,6655,23015,1246,18756,4711
6331 NW 38TH TERR,120010018034007,12001001803,001803,5457,28901,1280,30587,4622
430-490 NORTHWEST 39TH AVENUE,120010003022005,12001000302,000302,2343,24292,414,25223,1967
817 NW 16TH AVE,120010003012008,12001000301,000301,4355,20845,615,19201,3871
3941-3951 SOUTHWEST 6TH PLACE,120010016041000,12001001604,001604,8129,18544,918,20622,7700
920 NE 8TH AVE,120010005002038,12001000500,000500,5171,24516,872,30253,4560
213 NW 8TH ST,120010002004000,12001000200,000200,6671,7174,282,11678,6534
3020 SW ARCHER RD,120010015141005,12001001514,001514,1561,22958,158,26330,1481
1035 NE 3RD AVE,120010005004029,12001000500,000500,5171,24516,872,30253,4560
801-845 NW 122ND ST,120010022081000,12001002208,002208,2797,42721,756,48157,2347
4736 NW 27TH TER,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
310 NW 7TH AVE,120010002001001,12001000200,000200,6671,7174,282,11678,6534
4340 NW 27TH TERRACE,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
537 NW 35TH TERRACE,120010016031005,12001001603,001603,1467,17042,213,24036,1311
1920 NORTHWEST 9TH STREET,120010003011025,12001000301,000301,4355,20845,615,19201,3871
5153 NW 81ST AVE,120010019082042,12001001908,001908,4649,25531,1028,22191,3668
1238 SW 1ST AVE,120010002005000,12001000200,000200,6671,7174,282,11678,6534
842 NORTHEAST 5TH AVENUE,120010005004007,12001000500,000500,5171,24516,872,30253,4560
8008 NORTHWEST 44TH STREET,120010019082042,12001001908,001908,4649,25531,1028,22191,3668
2001 SW 16TH ST,120010008091006,12001000809,000809,1231,24085,125,24212,1159
561 NW 12TH ST,120010002003009,12001000200,000200,6671,7174,282,11678,6534
1229 NORTHWEST 12TH AVENUE,120010003012035,12001000301,000301,4355,20845,615,19201,3871
2435 NORTHEAST 13TH AVENUE,120010006001003,12001000600,000600,5195,20582,987,13268,3835
220 NW 15 TERRACE,120010010003012,12001001000,001000,5596,16646,783,37463,5223
1215 NW 8TH AVE,120010022081000,12001002208,002208,2797,42721,756,48157,2347
2204 NW 2ND AVE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
358-398 SOUTHEAST 4TH AVENUE,120010005001067,12001000500,000500,5171,24516,872,30253,4560
WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
4003 NW 21ST DRIVE,120010012025017,12001001202,001202,7309,33838,1572,39611,6253
27 NW 36TH DR,120010016031009,12001001603,001603,1467,17042,213,24036,1311
109 NE 14 STREET,120010006002024,12001000600,000600,5195,20582,987,13268,3835
808 NW 7TH AVE,120010002003004,12001000200,000200,6671,7174,282,11678,6534
NE PARK,NA,NA,NA,NA,NA,NA,NA,NA
1626 NW 7TH AVENUE,120010010004011,12001001000,001000,5596,16646,783,37463,5223
3404 SW ARCHER RD,120010015213020,12001001521,001521,4229,17670,527,16308,3882
2005 SW 23RD ST,120010015142000,12001001514,001514,1561,22958,158,26330,1481
1217-1299 NORTHWEST 2ND STREET,120010003012021,12001000301,000301,4355,20845,615,19201,3871
N MAIN AND NE 16TH AVE,120010003011002,12001000301,000301,4355,20845,615,19201,3871
301 NW 10TH AVE,120010003012051,12001000301,000301,4355,20845,615,19201,3871
4329 NW 27TH TERRACE,120010012021018,12001001202,001202,7309,33838,1572,39611,6253
NW 36TH ST AND NW 5TH AVE,120010016031007,12001001603,001603,1467,17042,213,24036,1311
NE 8TH AVE & NE 12TH TERRACE,NA,NA,NA,NA,NA,NA,NA,NA
207 NW 35TH TERRACE,120010016031026,12001001603,001603,1467,17042,213,24036,1311
601 FLORIDA 329,120010005001108,12001000500,000500,5171,24516,872,30253,4560
1001–1099 NE 5TH TER,120010005003016,12001000500,000500,5171,24516,872,30253,4560
228 SE DEPOT AVE,120010005001110,12001000500,000500,5171,24516,872,30253,4560
300-500 NW 10TH AVE,120010003012027,12001000301,000301,4355,20845,615,19201,3871
21 SW 23RD ST,120010010004047,12001001000,001000,5596,16646,783,37463,5223
604 NORTHWEST 8TH PLACE,120010003012049,12001000301,000301,4355,20845,615,19201,3871
220 NW 15 TERRACE,120010010003012,12001001000,001000,5596,16646,783,37463,5223
321 SE 3RD ST,120010005001067,12001000500,000500,5171,24516,872,30253,4560
2204 NW 5TH PL,120010010004032,12001001000,001000,5596,16646,783,37463,5223
710 NORTHEAST 9 AVENUE,120010005003030,12001000500,000500,5171,24516,872,30253,4560
2132 NW 7TH PLACE,120010010004008,12001001000,001000,5596,16646,783,37463,5223
2822 NW 43RD AVENUE,120010012021003,12001001202,001202,7309,33838,1572,39611,6253
2610-2710 NW 30TH TERRACE,120010011004004,12001001100,001100,7143,40000,1752,39743,5676
317 NW 2ND ST,120010005001013,12001000500,000500,5171,24516,872,30253,4560
1100-1198 SOUTHEAST 16 AVENUE,120010021011050,12001002101,002101,2098,30058,486,29827,1719
300 SW 13TH ST,120010007001011,12001000700,000700,6395,19240,1305,19984,5284
1101 NE 10TH TERRACE,120010005002020,12001000500,000500,5171,24516,872,30253,4560
1653 NW 14TH AVE,120010010001032,12001001000,001000,5596,16646,783,37463,5223
NW 39TH SSTREET AND 11TH PLACE,NA,NA,NA,NA,NA,NA,NA,NA
1-107 SE 4TH PL,NA,NA,NA,NA,NA,NA,NA,NA
532-598 SE 2ND PL,120010005001042,12001000500,000500,5171,24516,872,30253,4560
700 NW 19TH AVE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
3545 FL-26,120010016043003,12001001604,001604,8129,18544,918,20622,7700
801 SW 29 PLACE,120010008083001,12001000808,000808,3305,19755,460,19644,2930
200-298 NE 6TH AVE,120010005005008,12001000500,000500,5171,24516,872,30253,4560
1127 NW 16TH AVE,120010003012009,12001000301,000301,4355,20845,615,19201,3871
2936 NW 45TH AVE,120010012021006,12001001202,001202,7309,33838,1572,39611,6253
1051-1277 NORTHWEST 34TH STREET,120010010005010,12001001000,001000,5596,16646,783,37463,5223
620 NE 6TH AVE,120010005005014,12001000500,000500,5171,24516,872,30253,4560
UNIVERSITY AVE AT W 3RD ST,120010005001056,12001000500,000500,5171,24516,872,30253,4560
1707-1739 NE 9TH ST,120010004003009,12001000400,000400,6655,23015,1246,18756,4711
560 SOUTHWEST 3RD AVENUE,120010002002004,12001000200,000200,6671,7174,282,11678,6534
2298 NW 21ST AVE,120010011003013,12001001100,001100,7143,40000,1752,39743,5676
2798 WEST UNIVERSITY AVENUE,120010010002001,12001001000,001000,5596,16646,783,37463,5223
1103 NW 5TH AVE GAINESVILLE FLORIDA,120010002003019,12001000200,000200,6671,7174,282,11678,6534
528 NW 34TH DR,120010016031004,12001001603,001603,1467,17042,213,24036,1311
202 NW 14TH ST,120010010003018,12001001000,001000,5596,16646,783,37463,5223
1809 GAINESVILLE-HAWTHORNE STATE TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
2430 NW 38TH DR,120010011002005,12001001100,001100,7143,40000,1752,39743,5676
600 SOUTHWEST 6TH STREET GAINESVILLE,120010002002031,12001000200,000200,6671,7174,282,11678,6534
2898 NORTHWEST 4TH LANE,120010010002001,12001001000,001000,5596,16646,783,37463,5223
1525 NE 8TH ST,120010005003001,12001000500,000500,5171,24516,872,30253,4560
622 NW 5TH AVE,120010002001018,12001000200,000200,6671,7174,282,11678,6534
SW 20TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
2225 NW 2ND AVE,120010010004034,12001001000,001000,5596,16646,783,37463,5223
4399 SW 20TH AVE,120010015211009,12001001521,001521,4229,17670,527,16308,3882
1350 NW 4TH ST,120010003012027,12001000301,000301,4355,20845,615,19201,3871
1209 NORTHWEST 43RD STREET,120010017021029,12001001702,001702,5622,38289,1352,40794,4560
ON NW 8TH AVE SIDEWALK NEAR NW 40TH TERR,NA,NA,NA,NA,NA,NA,NA,NA
2221 NORTHWEST 19TH AVENUE,120010011003030,12001001100,001100,7143,40000,1752,39743,5676
1218 NORTHWEST 44TH AVENUE,120010003022003,12001000302,000302,2343,24292,414,25223,1967
CIRCLE OF HOPE,NA,NA,NA,NA,NA,NA,NA,NA
631 NW 36TH DR,120010016031011,12001001603,001603,1467,17042,213,24036,1311
2604 NW 19TH DRIVE,120010011004023,12001001100,001100,7143,40000,1752,39743,5676
321 SOUTHWEST 13TH STREET,120010002005003,12001000200,000200,6671,7174,282,11678,6534
2632 NW 4TH PL,120010010002001,12001001000,001000,5596,16646,783,37463,5223
9232 NW 25TH LANE,120010022044014,12001002204,002204,11308,41581,2960,39366,8593
518-524 NE 4TH AVE,120010005005025,12001000500,000500,5171,24516,872,30253,4560
730 SE 10TH ST,120010007002003,12001000700,000700,6395,19240,1305,19984,5284
2232 NW 19 LANE,120010011003014,12001001100,001100,7143,40000,1752,39743,5676
730 NW 2ND STREET,120010002001000,12001000200,000200,6671,7174,282,11678,6534
3401 WEST UNIVERSITY AVENUE,120010016043000,12001001604,001604,8129,18544,918,20622,7700
3601 SW 2ND AVE,120010016041000,12001001604,001604,8129,18544,918,20622,7700
910 NORTHWEST 39TH STREET,120010017021024,12001001702,001702,5622,38289,1352,40794,4560
605 NW 8TH AVE,120010022081000,12001002208,002208,2797,42721,756,48157,2347
4223 NW 20TH ST,120010012031020,12001001203,001203,3542,33315,673,28551,2975
8223 NW 53RD ST,NA,NA,NA,NA,NA,NA,NA,NA
310 NW 36TH AVE,120010003021006,12001000302,000302,2343,24292,414,25223,1967
2340 NE WALDO RD,120010004001010,12001000400,000400,6655,23015,1246,18756,4711
3207 NORTHWEST 52ND LANE,120010012011011,12001001201,001201,3421,32714,964,32910,2912
727 SOUTHWEST 4TH AVENUE,120010002006000,12001000200,000200,6671,7174,282,11678,6534
4436 NW 27TH TERRACE,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
713 NW 11TH AVENUE,120010003012058,12001000301,000301,4355,20845,615,19201,3871
1627 NW 7TH PLACE,120010010004011,12001001000,001000,5596,16646,783,37463,5223
815 SW 10TH ST,120010002006016,12001000200,000200,6671,7174,282,11678,6534
3307 W UNIVERSITY AVE,120010010002034,12001001000,001000,5596,16646,783,37463,5223
SW 13TH ST & SW 9TH RD,NA,NA,NA,NA,NA,NA,NA,NA
507 NW 35TH TERR,120010016031005,12001001603,001603,1467,17042,213,24036,1311
3010 SW 35TH PL,120010015153000,12001001515,001515,5207,16140,378,14940,4993
600 NW 10TH ST,120010002003009,12001000200,000200,6671,7174,282,11678,6534
4520 NW 28TH TER,120010012021005,12001001202,001202,7309,33838,1572,39611,6253
14 S MAIN ST,120010005001060,12001000500,000500,5171,24516,872,30253,4560
109 NW 22ND DR,120010010004034,12001001000,001000,5596,16646,783,37463,5223
4101 NW 15TH PL,120010017021012,12001001702,001702,5622,38289,1352,40794,4560
1583-1599 NE 6TH TERRACE,120010005003004,12001000500,000500,5171,24516,872,30253,4560
1004 NW 8TH ST,120010003012038,12001000301,000301,4355,20845,615,19201,3871
222 SW 10TH ST,120010002004023,12001000200,000200,6671,7174,282,11678,6534
1201-1299 NORTHEAST 2ND STREET,120010005003011,12001000500,000500,5171,24516,872,30253,4560
1000 NE 16TH AVE,120010004003009,12001000400,000400,6655,23015,1246,18756,4711
4137-4283 SW 20TH AVE,120010015211000,12001001521,001521,4229,17670,527,16308,3882
2160 NE 31ST AVE,120010004001000,12001000400,000400,6655,23015,1246,18756,4711
NW 23RD TER & NW 62ND AVE,NA,NA,NA,NA,NA,NA,NA,NA
2100 NE 39TH AVE,120010019021021,12001001902,001902,3192,13594,360,13393,3006
452 NW 37TH PL,120010003021006,12001000302,000302,2343,24292,414,25223,1967
832-898 WEST PANHELLENIC DRIVE,120010002006020,12001000200,000200,6671,7174,282,11678,6534
1 NW 16TH AVENUE,120010003012001,12001000301,000301,4355,20845,615,19201,3871
25 SOUTHWEST 1ST AVENUE,120010005001059,12001000500,000500,5171,24516,872,30253,4560
20 W UNIVERSITY AVE,120010005001050,12001000500,000500,5171,24516,872,30253,4560
4810 NW 8TH AVENUE GAINESVILLE FLORIDA,120010017022017,12001001702,001702,5622,38289,1352,40794,4560
1600 NW 6TH ST,120010003011030,12001000301,000301,4355,20845,615,19201,3871
1607 NW 12TH ST,120010003011025,12001000301,000301,4355,20845,615,19201,3871
1300 NORTHWEST 16TH AVENUE,120010011003034,12001001100,001100,7143,40000,1752,39743,5676
2207 NW 2 AVE,120010010004034,12001001000,001000,5596,16646,783,37463,5223
SW 35TH PLACE,NA,NA,NA,NA,NA,NA,NA,NA
1336 NW 5TH AVE,120010010004030,12001001000,001000,5596,16646,783,37463,5223
201-299 NW 2ND ST,120010005001020,12001000500,000500,5171,24516,872,30253,4560
NW 58 THE,NA,NA,NA,NA,NA,NA,NA,NA
1116 NORTHEAST 10TH PLACE,120010005002017,12001000500,000500,5171,24516,872,30253,4560
3206 NW 48 PLACE,120010012024000,12001001202,001202,7309,33838,1572,39611,6253
3514 NW 11TH AVE,120010017021010,12001001702,001702,5622,38289,1352,40794,4560
1300-1398 SOUTHWEST 21ST AVENUE,120010008091008,12001000809,000809,1231,24085,125,24212,1159
527 NW 35TH TERR,120010016031005,12001001603,001603,1467,17042,213,24036,1311
TOWER ROAD HEADING SOUTH JUST SOUTH OF SW 49 BLVD (HAILE PLANTATION ENTRANCE),NA,NA,NA,NA,NA,NA,NA,NA
1914 NW 12TH TER,120010003011029,12001000301,000301,4355,20845,615,19201,3871
1910 NW 55TH ST,120010017023000,12001001702,001702,5622,38289,1352,40794,4560
3920-3930 NW 33RD PL,120010011001012,12001001100,001100,7143,40000,1752,39743,5676
1005 SOUTHEAST 2ND AVENUE,120010005001071,12001000500,000500,5171,24516,872,30253,4560
2221-2227 NW 3RD PL,120010010004032,12001001000,001000,5596,16646,783,37463,5223
9324 SOUTHWEST 122ND STREET,NA,NA,NA,NA,NA,NA,NA,NA
805 NE 4TH TERRACE,120010005003044,12001000500,000500,5171,24516,872,30253,4560
3901-3949 NW 29TH TER,120010012021010,12001001202,001202,7309,33838,1572,39611,6253
2233 SW 39 WAY,120010015211000,12001001521,001521,4229,17670,527,16308,3882
50 SW 6TH STREET,120010002004018,12001000200,000200,6671,7174,282,11678,6534
1301 N MAIN ST,120010003012000,12001000301,000301,4355,20845,615,19201,3871
523-531 SE 2ND PL,120010005001068,12001000500,000500,5171,24516,872,30253,4560
3579-3599 SW 24TH AVE,120010015213000,12001001521,001521,4229,17670,527,16308,3882
700 SOUTHWEST 62ND BOULEVARD,120010016044006,12001001604,001604,8129,18544,918,20622,7700
426 NW 4TH ST,120010002001013,12001000200,000200,6671,7174,282,11678,6534
4216 NW 20TH TERRACE,120010012031017,12001001203,001203,3542,33315,673,28551,2975
28TH TER AND 45TH AVE  CORNER HOME,NA,NA,NA,NA,NA,NA,NA,NA
800-810 NE 4TH AVE,120010005004021,12001000500,000500,5171,24516,872,30253,4560
4112 NE 1ST TERR,120010019021009,12001001902,001902,3192,13594,360,13393,3006
NW 36TH DR & NW 60TH LN,NA,NA,NA,NA,NA,NA,NA,NA
4734 NW 35TH ST,120010012011000,12001001201,001201,3421,32714,964,32910,2912
710 NW 4TH STREET,120010002001002,12001000200,000200,6671,7174,282,11678,6534
1206 NE 3RD ST,120010005003011,12001000500,000500,5171,24516,872,30253,4560
400 SE 10TH AVE,120010007002075,12001000700,000700,6395,19240,1305,19984,5284
435 SE 8TH ST,120010005001073,12001000500,000500,5171,24516,872,30253,4560
1212 NE 4 ST,120010005003012,12001000500,000500,5171,24516,872,30253,4560
2185-2199 NW 16TH AVE,120010010001010,12001001000,001000,5596,16646,783,37463,5223
SOUTHWEST 6TH  ST,NA,NA,NA,NA,NA,NA,NA,NA
85-99 NORTHEAST 1ST STREET,NA,NA,NA,NA,NA,NA,NA,NA
297 E UNIVERSITY AVE,120010005001046,12001000500,000500,5171,24516,872,30253,4560
3026 NW 6TH STREET,120010003023033,12001000302,000302,2343,24292,414,25223,1967
2370 SW ARCHER RD,120010015141002,12001001514,001514,1561,22958,158,26330,1481
MOUNT MORIAH BAPTIST CHURCH,NA,NA,NA,NA,NA,NA,NA,NA
19 SW 2ND ST,120010005001061,12001000500,000500,5171,24516,872,30253,4560
2926 SW 35TH PL,120010015153000,12001001515,001515,5207,16140,378,14940,4993
1126 NORTHWEST 16TH AVENUE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
2100 NORTHWEST 8 COURT,120010003011008,12001000301,000301,4355,20845,615,19201,3871
3811 SW 34TH ST,120010015172000,12001001517,001517,4969,17613,455,15437,4546
3237 NORTHWEST 30TH AVENUE,120010011004008,12001001100,001100,7143,40000,1752,39743,5676
418 NW 3RD AVE,120010002001019,12001000200,000200,6671,7174,282,11678,6534
2936 NE 13TH STREET,120010004004024,12001000400,000400,6655,23015,1246,18756,4711
1605-1629 NORTHWEST 36TH WAY,120010017021007,12001001702,001702,5622,38289,1352,40794,4560
4499 SW 47 AVE,NA,NA,NA,NA,NA,NA,NA,NA
2057 NW 31ST PL,120010012031052,12001001203,001203,3542,33315,673,28551,2975
1639 NW 2ND AVENUE,120010010003027,12001001000,001000,5596,16646,783,37463,5223
2227 NORTHWEST 7TH LANE,120010010004009,12001001000,001000,5596,16646,783,37463,5223
