adrs,codes
8223 NW 52 STREET,NA
400 NORTHEAST 16TH AVENUE,120010004003006
NW 18TH TERRACE,NA
GAINESVILLE,NA
427 NW 3RD AVE,120010002001023
2291 W UNIVERSITY AVE,120010010004047
3528-3546 WINDMEADOWS BLVD,120010015213000
1344 NE 28TH AVENUE,120010004004021
1735 NW 14TH AVE,120010010001033
48 SW 2ND ST,120010005001062
733 SOUTHWEST 3RD STREET,120010002002025
600 NW 36TH ST,120010016031007
400 SOUTHEAST 5TH AVENUE,120010005001078
2102 NW 55TH AVE,120010017023018
925 NORTHEAST 5TH AVENUE,120010005004016
117 NW 15TH ST,120010010003022
910 NW 10TH AVE,120010003012038
2012 NW 4TH ST #W,NA
639 E UNIVERSITY AVE,120010005001030
3120 SW ARCHER RD,120010015141004
1209 W UNIVERSITY AVE,120010002005000
4168 SOUTHWEST 5TH AVENUE,120010016042008
716 NORTHEAST 1ST STREET,120010005001001
2200 NW 8TH AVE,120010010005019
2002 NW 34TH AVE,120010012031044
701-799 SE 1ST AVE,120010005001039
216 NORTHEAST 16TH AVENUE,120010004003018
813-817 NW 16TH AVE,120010003012008
1518 NW 13TH ST,120010022043021
SW 34TH STREET AND SW WILLISTON ROAD,120011108001017
819 NW 10TH AVE,120010003012043
1035 NE 3RD AVE,120010005004029
306 NW 8TH ST,120010002003025
UNIVERSITY AVE/17TH STREET CORNER,NA
5 NW 28 TERRACE,120010010002002
17 SOUTHWEST 1 STREET,120010005001060
105 SW 3RD ST,120010005001062
301–399 NE 8TH ST,NA
1724 NE 7 ST,120010004003005
2237 NORTHWEST 2ND AVENUE,120010010004034
3599 NW 8TH ST,120010003023004
NW 10TH ST,NA
1817 NE 17TH WAY,120010004002021
NW 7TH STREET AND NW 19TH AVE,120010003011025
1442 NE 19TH PL,120010004002015
1850 NW 11TH RD GAINESVILLE,120010010001033
515 SE 24TH ST,NA
SE DEPOT AVE,NA
4910 NW 8TH AVE,120010017022017
2918 NE 11TH DR GAINESVILLE FL,120010004004011
117 SE 16TH AVENUE,120010008081000
4501 SOUTHWEST 20TH AVENUE,120010015211009
5029 NW 36TH DR,120010012011005
491 W UNIVERSITY AVE,120010005001063
SE 19TH ST & SE 8TH AVE,NA
20 S MAIN ST,120010005001060
210 NW 15TH AVE,120010003012003
1106 NE 9 AVE,120010005002031
NW 8TH AVE AND NW 20TH ST,NA
1641 NW 10TH AVE GAINESVILLE,120010010001029
2359-2471 SE WILLISTON RD,120011108001017
2721 NORTHEAST 10TH TERRACE,120010004004028
1306 NW 51ST TER,120010017022025
800 NE 11TH TERRACE,120010005002035
1450 NW 2ND ST,120010003012019
542 NE 2ND AVE,120010005005037
1226-1246 NW 5TH AVE,120010002003007
2006 NE WALDO RD,120010004002008
1325-1403 NORTHWEST 9TH AVENUE,120010010001029
1230 FL-331,120010007002044
521-547 NE 4TH AVE,120010005005030
3916 WEST UNIVERSITY AVENUE,120010016042003
2336 NW 11TH ST,120010004004028
722 NE 3RD ST,120010005005007
2502 NORTHWEST 31ST AVENUE,120010012022013
NE 16TH AVE AND N MAIN,120010003011002
4 W UNIVERSITY AVE,120010005001050
1750 SW 13TH ST,120010008091007
1717 NW  23RD AVE,120010011003008
1120-1198 4TH ST,120010007002050
2905 SW 39TH AVE,120010015172007
1800 NW 1ST AVE,120010010003029
7680 SW 46TH BLVD,120010022192019
4735 NW 29TH TERRACE,120010012021005
NE PARK,NA
418 E UNIVERSITY AVE,120010005001028
3141 NW 13TH STREET,120010008083001
2001 NW 23RD ST,120010011003014
500-598 SOUTHEAST 9TH PLACE,120010007002008
2302 SOUTHWEST 42ND STREET,120010015213023
1526 NW 7TH AVE,120010010004011
404-498 NW 14TH AVE,120010003012018
2824 NORTHWEST 28 PLACE,120010011004000
414 SOUTHEAST 2 STREET,120010005001081
3937 NW 60TH AVE,120010018034015
3315 NORTHWEST 6TH STREET,120010003021010
900 SOUTHWEST 62ND BOULEVARD,120010016044006
NW 28 LANE AT NW 43RD STREET,NA
3241 NW 47 PLACE,120010012024002
301-399 SE 6 ST,120010005001069
ARCHER RD EXXON,NA
3540 E UNIVERSITY AVE,120010016031027
1221 W UNIVERSITY AVE,120010002005000
2344 SOUTHWEST 34 PLACE,120010015153000
3213 NORTHWEST 63RD PL,120010018033003
5014 NORTHWEST 39TH TERRACE,120010012011012
4225-4235 NORTHWEST 27TH DRIVE,120010012021017
"3700 SW 27TH ST
GAINESVILLE FL 32608
UNITED STATES",120010015171007
901-999 SW 7TH AVE,120010002006013
530 NORTHEAST 9TH STREET,120010005004009
2231 NW 21 AVE,120010011003014
301 SW 5TH ST,120010002002008
317 NW 2ND ST,120010005001013
1300-1398 NE 10TH ST,120010003012012
1608 NE 30TH AVE,120010004001007
901–913 SW 6TH ST,NA
1204 NW 18 AVE,120010003011025
700 NW 3 ST,120010002001001
1040 S MAIN ST,120010008061001
1717 NW 23RD AVE,120010011003008
5000 NW 34TH BLVD,120010012011006
3324 FLORIDA 26,120010010002001
14 SW 32 ST,120010010002034
NW 7TH STREET AND NW 21ST AVENUE,120010003011013
811 NW 19TH AVE,120010003011027
4322 NW 20TH TERR GAINESVILLE FLORIDA,120010012031007
723 NW 4TH ST,120010002001001
1 RAIL TO TRAIL BIKE PATH,NA
1500 UNION RD,NA
2117–2399 NW 55TH BLVD,NA
NE 3RD PL,NA
2203 NE 9TH TERRACE,120010004003000
1001 NE 16 AVE,120010005003000
302 NW 6TH ST,120010002001026
523 NORTHEAST 4TH AVENUE,120010005005030
1105 NORTHWEST 40 DRIVE,120010017021032
NW 44TH ST,NA
2069 NE STATE RD 24,NA
205 SE 6 ST,120010005001040
3229 NW 63RD PL,120010018033003
803 NW 10TH AVE,120010003012043
701SW 62ND,NA
3900–3938 NW 8TH AVE,NA
87-103 SE 10TH ST,120010005001035
1227 WEST UNIVERSITY AVENUE,120010002005000
301-399 NE 17TH ST,120010006002034
SW 7TH ST AND UNIVERSITY AVE,120010002004001
800-922 SE 20 ST,120010007003015
143RD ST,NA
2254 NW 3RD PL,120010010004032
NE CORNER OF NW 18TH TERR AND 11TH ROAD,NA
1515 N MAIN ST,120010003012000
4104 SOUTHWEST 20TH AVENUE,120010015201020
2600 SW WILLISTON RD,120010015171013
428 NW 2ND AVE,120010002001023
1000 SW 62ND BLVD,120010016044006
1210 NW 5TH AVE,120010002003007
3037 NW 1ST AVE,120010010002009
437 NORTHWEST 29TH AVENUE,120010003021020
1124 NE 3RD AVE,120010005004018
901 NORTHWEST 52ND TERRACE,120010017022027
VILLAGE/FOREST GREEN APARTMENTS ON NE 15TH STREET,NA
1315 NE 7TH TER,120010005003002
1203 SOUTHWEST 1 AVENUE,120010002005001
1401 SW ARCHER ROAD,120010022201035
200-298 NE 4TH AVE,120010005005022
1900–1908 NW 5TH AVE,NA
2620 N E 15TH ST,120010004004025
121 NW 28 TERRACE,120010010002002
1030 NE 13TH PLACE,120010005002015
1901 NORTHWEST 34TH AVENUE,120010012031046
N MAIN ST AND N 23RD AVE,120010004004018
301-305 SOUTH MAIN STREET,120010005001082
6423 NW 26TH TERRACE,120010018033000
116 NW 6TH ST,120010002004000
2101 NW 39TH AVE,120010012022000
2735 SW 2ND AVE,120010010002025
557 SW 23RD TERRACE,120010010002032
1302 NW 7TH ST,120010003012029
1929 NW 10TH AVE,120010010001015
3917 SW 37TH STREET,120010015191006
525 S MAIN ST,120010005001108
3530 NW 27TH ST 10-13-16,120010012022012
3701 SW 37TH ST,120010015191006
2405 NE 5TH AVE,120010006003018
NE 5TH AVE WEST OF 7TH ST,NA
1512 NORTHWEST 2ND STREET,120010003012003
2526 NORTHWEST 49TH PLACE,120010012021008
NW 22ND AVENUE AND 8TH STREET,120010005004027
901 NORTHWEST 29TH PLACE,120010003023025
1280-1298 NW 16TH AVE,120010003011026
3961 W UNIVERSITY AVE,120010016042002
704-716 SE 4TH AVE,120010005001075
201 WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,120010006002027
SW 13TH ST AND SW 16TH AVE,120010008091007
3020 NW 22ND ST,120010011003000
5301-5303 NORTHWEST 34TH BOULEVARD,120010018034018
4814 NORTHWEST 34TH STREET,120010012011008
1724 NE 2ND ST,120010004003018
SW 35TH BLVD,NA
307-599 SE 21ST ST,120010006003038
4421 FL-26,120010016042006
5 NW 28TH TER GAINESVILLE 32607 UNITED STATES,120010010002002
1801 NW 13TH STREET,120010003011029
1711 NORTHWEST 12TH STREET,120010003011025
717-799 NE BLVD,120010005005003
3990-3998 NORTHWEST 43RD STREET,120010018113032
3129 NORTHWEST 9TH TERRACE,120010003023037
506 NW 3RD AVE,120010002001019
740 NE 10TH AVE,120010005003025
310 NW 15TH AVE,120010003012003
2-1399 SOUTHWEST 16TH STREET,120010010003032
1403 NE 3RD AVENUE,120010006002024
899 SOUTHEAST 7TH AVENUE,120010007002006
4000 NORTHWEST 21ST TERRACE,120010012025017
1121 SOUTHWEST 6TH STREET,120010002006010
NW 22ND ST & NW 16TH AVE JUNCTION,NA
212 SW 3RD AVENUE,120010002002011
1513 NORTHWEST 4TH STREET,120010003012003
615 SE 4TH AVENUE,120010005001076
1024 W UNIVERSITY  AVE,120010002004015
1401-1499 NORTHWEST 5TH STREET,120010003012018
201 SOUTHEAST 1ST STREET,120010005001084
1800-1836 NORTHWEST 30TH TERRACE,120010011004010
2743-2755 SOUTHWEST ARCHER ROAD,120010015142000
3101-3111 NE 11TH TERRACE,120010004004015
3925 NW 43RD ST,120010012011016
300-398 SE 1ST ST,120010005001082
500 SE 2ND AVE,120010005001030
CLARK BUTLER BOULEVARD,NA
600 SR-24 W,NA
3349-3399 NORTHWEST 8TH AVENUE,120010022081000
535 NE 12TH ST,120010005004002
1624 NW 7TH PL,120010010004003
101 NW 28TH TERR GAINESVILLE FL,120010010002002
312 NORTHWEST 14TH AVENUE,120010003012019
2140 NW 7TH LANE,120010010004027
2226 NW 2ND AVE,120010010004032
4669 NW 41ST PL,120010018113025
2601 NW 23RD BLVD,120010012032000
724 SW 10TH ST,120010002006009
605 NORTHWEST 31ST PLACE,120010003023034
4176-4198 SW 25TH TERRACE,120010015162000
3422 NORTHWEST 16TH BOULEVARD,120010011002021
2138 NW 28TH PL,120010011003002
3611 SW 34TH ST,120010015172000
NORTHEAST PARK PARKING LOT,NA
1610 SW 13TH ST,120010008091007
201-699 SW 62ND BLVD,120010016041000
3929 SW 1ST AVE,120010016042011
4313 NORTHWEST 28TH TERRACE,120010012021000
701 SOUTHWEST 62ND BOULEVARD,120010016041008
2924 NE 11TH DR GAINESVILLE FL,120010004004011
801 SE 4TH ST,120010003012054
1912 NW 5TH AVE,120010010004026
532-598 SE 2ND AVE,120010005001030
4175-4399 SR-26 E,NA
2206 NORTHWEST 2ND AVENUE,120010010004032
3811 NW 17TH TER,120010012031024
3522-3698 NW 26TH ST,120010017011014
216 SE 10TH ST,120010005001071
2002 NW 13 STREET,120010022043021
388-398 NW 5TH AVE,120010002001007
2701 SOUTHWEST 31 TERRACE,120010015151005
1003-1003 SW 13TH ST,120010002006019
2699 NW 16TH AVE,120010010005003
3037 NW 6TH STREET,120010003021006
327 NORTHWEST 8TH STREET,120010002001025
SW 45TH PLACE,NA
507 NW 2ND ST,120010005001011
3100-3418 NORTHEAST WALDO ROAD,120010004001000
204 SW 3RD ST,120010002002002
1126 NW 8TH STREET,120010003012039
15 SW 1 AVE,120010005001059
1526 NE 7TH STREET,120010005003004
110 NE 10TH AVE,120010003012025
415 NW 19TH STREET,120010010003003
2301 SW 39TH DRIVE,120010015211000
4347 NORTHWEST 43RD TERRACE,120010018113020
1001 NW 34TH ST,120010010005010
1030 NORTHEAST 28TH AVENUE,120010004004011
276 NORTHEAST STATE ROAD 24,120010005005037
3330 NW 27TH AVE,120010011004009
3801 NW 10TH PL,120010017021025
1200 NW 2ND ST,120010003012026
6358 NORTHWEST 23RD STREET,120010018033015
105 NW 24TH STREET,120010010002001
1415 NORTHEAST 28 AVENUE,120010004004025
2201 NW 19 LN,120010011003015
2431 NW 41ST ST GAINESVILLE,120010017021020
10401 SW 91ST AVE,120010022091052
1232 SW 3RD AVE,120010002005002
1030 SE 4TH AVE GAINESVILLE,120010007001022
1100-1198 7TH TERRACE,120010005003020
3131 NW 10TH PLACE,120010010005016
916 NW 1ST ST,120010003012055
600-728 SW 28 ST,120010010002026
705 NW 10TH ST,120010002003001
2816 W UNIVERSITY AVE,120010010002013
117 SOUTHWEST 12TH STREET,120010002004022
900-1198 NORTHWEST 25TH AVENUE,120010003023025
4001 NORTHWEST 23RD TERRACE,120010012025011
2801 NW 23RD BLVD,120010012032000
2140 NW 7TH PLACE,120010010004008
224 SW 5TH ST,120010002002003
1108 NE 1ST ST,120010003012023
4455 SW 34TH STREET G-44,120010015171000
2–98 SE 1ST ST,NA
681 NW 3RD STREET,120010002001008
416 N MAIN ST,120010005001010
3719 NE 14TH ST,120010004004000
310 NW 15TH AVENUE,120010003012003
1318 NORTHWEST 7TH ROAD,120010010004001
537 NW 35TH TERR,120010016031005
1111 NORTHWEST 22ND STREET,120010010001005
107–299 NW 10TH ST,NA
1401–4433 NE 15TH ST,NA
TURKEY SCRATCH RD   / TURKEY CREEK,NA
529-599 NE 2ND AVE,120010005001026
8620 NW 13 ST #56,NA
3314 NW 45 AVENUE,120010012024008
86 NORTHWEST 23RD DRIVE,120010010002001
276 NORTHWEST 2ND STREET,120010002001022
1534 NORTHWEST 7TH AVENUE,120010010004011
2923 NW 45 AVENUE,120010012021001
716 NE 2ND ST,120010005001000
501 NORTHWEST 29TH AVENUE,120010003021020
2107 NW 4TH PL,120010010004045
303 SOUTHEAST 2ND AVENUE,120010005001043
5400 NW 31ST TERRACE,120010018031007
220 N MAIN ST,120010005001019
3520 NW 34 ST,120010011001018
15 SW 2ND ST,120010005001061
406 NW 36 DRIVE,120010016031008
411 NW 7TH AVE,120010002001006
4161 NW 7TH STREET,120010003022006
HAMPTON INN & SUITES,NA
116 NORTHWEST 18TH STREET,120010010003029
3831 NW 156TH AVE,120010018023016
2101 FLORIDA 26A,120010010004046
3685-3799 SR-24 E,NA
1122 NORTHWEST 20TH DRIVE,120010010001005
1255 W UNIVERSITY AVE,120010002005000
2000 SW 16TH ST,120010008091005
2724 NW 44TH PL,120010012021015
2000 NW 27TH TER,120010011004027
320 NORTHWEST 24 TH STREET,120010010002001
600 NE 7TH STREET,120010005005014
3310-3314 SW 33 PL,120010012022011
1605 SW 42ND ST,120010015201007
4143 NW 60TH AVE,120010018034007
2200 NW 5TH AVE,120010010004032
3428 NORTHWEST 17TH STREET,120010012031023
1915 NW 5TH AVENUE,120010010004037
GAINESVILLE 32608,NA
1917 NORTHEAST 7 STREET,120010004003004
NW CORNER OF 39TH AVENUE & 43RD STREET,NA
1000 BLOCK NE 7TH TERRACE,120010005003027
9 W UNIVERSITY AVE,120010005001060
4727 NW 31 TERRACE,120010012024000
3620 NORTHWEST 41ST TERRACE,120010011001009
2902 SW 1ST WAY,120010008081003
"3751 SW 20TH AVE
GAINESVILLE FL 32607
UNITED STATES",120010015212005
NW 55TH BLVD,NA
5447 NW 35TH DR,120010018034001
2033 NE 17TH TER,120010004002011
1126 NORTHWEST 16TH AVENUE,120010003011025
4401 NORTHWEST 25 PLACE,120010011002012
517 NORTHEAST 4 STREET,120010005005019
914 SW 8TH AVE,120010002006013
2005 NW 43RD STREET,120010017021000
2204 NORTHWEST 5TH PLACE,120010010004032
3310-3314 SOUTHWEST 33 PLACE,120010012022011
1017-1031 NE 12TH AVE,120010005002020
2601-2745 NW 21 AVE,120010011004027
1700-1736 NORTHWEST 1ST AVENUE,120010010003028
901 NORTHEAST 6TH STREET,120010005003029
910 NE 25TH TER,120010006001021
301 NW 13TH STREET,120010002005003
410 NE 11TH ST,120010005004019
527 NE 12TH ST,120010005004002
2426 NW 54TH BLVD,120010012023004
18 SW 62ND ST,120010016044001
6125 NW 18TH DRIVE,120010019082015
536 NW 31ST AVE,120010003021008
1400 N MAIN ST,120010003012001
725 N MAIN ST,120010005001001
398 NE 12TH ST,120010005004018
1909 NW 36TH DR,120010011002017
222 NE 1ST ST,120010005001018
2529 SE 11TH AVE,120010007003008
SW 3RD ST & SW 1ST AVE,NA
1626 N W 7TH AVE,120010010004011
525 SW 40TH TER,120010016041000
300-398 NE BLVD,120010005005030
408 SE 7TH STREET,120010005001076
2301–2383 NW 8TH AVE,NA
2617 SW 23RD TERRACE,120010011004025
2222 SE 11TH AVE,120010007003008
1904 NW 9TH ST,120010003011025
NW 6TH ST AT NW 8TH AVE,120010003012059
4400 NW 27TH TERR,120010012021000
INTERSECTION OF 13TH AND MUSEUM ROAD,NA
GAINEAVILLE,NA
106 NW 33RD CT,120010010002001
111 NW 34TH ST,120010010002018
NW 47 PLACE AND 33 TERRACE,120010012024000
2276 NW 19TH LANE,120010011003014
2721 SW 3RD PL,120010010002026
NW 9TH ST,NA
221–299 SW 3RD AVE,NA
710-718 NORTHWEST 22ND STREET,120010010004009
3848-3858 SW 20TH AVE,120010015201010
3461 SW 2ND AVE,120010016043012
1799 WALDO ROAD,120010019022071
2020 SW 39TH WAY,NA
115 NW 55TH ST,120010014002000
WALDO ROAD GREENWAY,NA
2416 NW 47TH LN,120010012021015
800-898 SW 1ST AVE,120010002004025
1400 NW 2ND ST,120010003012019
NW 39TH AVE AND 36TH TERR,NA
4322 NW 20TH TER,120010012031007
220 NW 15 TERRACE,120010010003012
409 NORTHWEST 7TH AVENUE,120010002001006
1041 S MAIN ST,120010007002012
3830 NW 10TH PL,120010017021027
2511 SW 35TH PL,120010015161001
1600 SW ARCHER,NA
527-535 NE 12TH ST,120010005004002
1102 NW 4TH STREET,120010003012027
1100-1198 NW 4TH AVE,120010002003016
1-99 NORTHWEST 2ND STREET,120010005001051
1326 NW 11TH RD,120010010001024
12 SW 1ST AVE,120010005001060
1630-1698 NORTHWEST 23RD AVENUE,120010012032006
NW 16TH AVE & SR-20,NA
1316 MUSEUM ROAD,120010009021006
3776-3818 NORTHEAST STATE ROAD 24,NA
2579–3565 NW 18TH TER,NA
SE 2ND AVE,NA
2507 NORTHWEST 28 PLACE,120010011004000
2112 SE 3RD PLACE,120010006003038
315 NW 28TH TERRACE GAINESVILLE,NA
200-218 SW 38TH ST,120010016042012
1851 NW 10TH AVE,120010010001015
1013 NE 23RD AVENUE,120010004003000
725 NW 11TH AVE,120010003012058
1631 NORTHWEST 14TH AVENUE,120010010001032
8213 NW 52ND ST,NA
2136-2198 NE 4TH AVE,120010006003018
3858 NW 31ST PL,120010011001011
1428 NW 20 ST,120010010001005
674-698 NE 2ND ST,120010005001007
SW 51ST WAY,NA
460 NORTHEAST 23RD AVENUE,120010004004018
809 NE 10TH AVE,120010005003032
4216 NORTHWEST 48 PLACE,120010012011012
1801 NE 7TH TERRACE,120010004003003
1401-1599 NW 13TH TER,120010010001000
2234 W UNIVERSITY AVE,120010010004033
439 S MAIN ST,120010005001088
211 SE DEPOT AVE,120010005001111
722 NW 15TH AVE,120010003012007
1118-1206 NE 3RD AVE,120010005004018
N MAIN & NE 9TH AVE,NA
524 NE 12TH ST,120010005004000
3220 FL-26,120010010002001
714 NORTHEAST 25TH STREET,120010006003017
"GAINESVILLE FL 32608
UNITED STATES",NA
530 NE 7TH AVE,120010005005002
1604 NE 1ST AVE,120010006002032
1810 NE 17TH WAY,120010004002020
2241-2299 NW 3RD PL,120010010004032
OLD ARCHER RD TRAIL,NA
2845 NORTHWEST 55TH BOULEVARD,120010018031006
1327 NW 7TH AVE,120010010004014
NW 1ST PL & NW 62ND ST,NA
2424 SE 13TH ST GAINESVILLE FL,120010007002077
3401–3443 SW 39TH BLVD,NA
399 NORTHWEST 3RD STREET,120010002001021
1910 NW 1ST AVE,120010010004041
405 NW 5TH AVE,120010002001013
2609 S MAIN ST,120010008081003
3706 NW 24TH PL,120010011002004
502 S MAIN ST,120010005001106
100-198 NE 6TH AVE,120010005001007
4024 SW 38TH ST,120010015191006
20 NE WALDO RD,120010005004031
201 SW 4TH AVE,120010002002018
2526 ARCHER ROAD,120010015142000
NORTHEAST 39TH AVENUE,NA
2750-2798 W UNIVERSITY AVE,120010010002001
522 N MAIN ST,120010005001010
112 SE 1ST ST,120010005001058
8427 SW 69TH PLACE,120010022091005
3930 NW 33RD PL,120010011001012
7202 NW 52ND TERRACE,120010018131020
VACANT LOT CORNER NW 6TH ST & NW 31ST AVE,NA
537 NW 35TH TERR GAINESVILLE FLORIDA,120010016031005
1105 NE 2ND ST,120010005003011
516 SW 40TH TERR,120010016041000
1831 NW 10 AVE,120010010001017
1941 NW 67TH PL,NA
1–99 SE 3RD ST,NA
2025 NE 9 TERRACE,120010004003014
4600 NW 30TH TERRACE,120010012024000
1–99 NW 30TH ST,NA
1748 NW 12 ROAD,120010003011026
1–99 SE 1ST AVE,NA
3 SW 24TH ST,120010010002023
1533 SE 3RD AVE,120010007003004
228 NORTHWEST 15 AVENUE,120010003012003
215 NE BLVD,120010005005029
417 NORTHWEST 7TH AVENUE,120010002001006
3700 NW 26TH ST,120010012022008
1–399 NW 23RD DR,NA
"101–399 NE 12TH ST
GAINESVILLE FL 32601
UNITED STATES",NA
2968 SW 35TH PL,120010015153000
7 SW 23RD ST,120010010004047
1101 SE 15TH STREET,120010007003023
1018 SOUTHWEST 82 TERRACE,120010022072010
1501-1599 GALE LEMERAND DR,NA
5 NW 25TH STREET,120010010002001
3507 SOUTHWEST 1ST WAY,120010008081003
4393 SW 20TH LN,120010015211009
730 NE 9 AVE,120010005003031
4204 NW 13TH PLACE,120010022043021
110 NE 16TH AVE,120010004003018
7600 NW 13TH ST,120010018032022
2208 SW 39 DR,120010015211003
600-622 NE 6TH ST,120010005005013
3970-3982 SOUTHWEST 20TH AVENUE,120010015201007
307 SW 16TH AVE,120010008082000
1024 NW 16TH AVE,120010003011025
3955 SW 21 DRIVE,120010012025017
1903 NW 45TH AVE,120010012031005
SR 20,NA
2262-2298 SOUTHWEST WILLISTON ROAD,120011108001005
1235 SW 9TH RD,120010002006024
519 NORTHWEST 1ST STREET,120010005001010
SW 6TH STREET,NA
2377-2399 SW 2ND AVE,120010009011000
315 NW 7 TERRACE,120010002001026
460 W UNIVERSITY AVE,120010005001056
1199 NE 3RD AVE,120010005004030
1225 SW 1 AVE,120010002005001
429 SW 8 ST,120010002006000
4302 NW 25TH TER,120010012021018
100 SE 13TH AVE,120010007002051
4619 NORTHWEST 20 DRIVE,120010012025000
1441 NE 20 PL,120010004002016
207 SE 5TH AVE,120010005001100
3415 SW 39TH BLVD,120010015191006
2 NW 14TH ST,120010010003024
1009 NW 3RD AVE,120010002004005
1710 NW 7TH PLACE,120010010004004
3718 SW 24TH AVE,120010015212005
1401 NE 2ND ST,120010005003005
3593-3599 WINDMEADOWS BLVD,120010015213020
1521 NW 5TH ST,120010003012004
311 SOUTH MAIN STREET,120010005001082
2646 NW 51ST PL,120010012021009
2917 NE 10TH ST,120010004004013
621-627 NORTHEAST 11TH AVENUE,120010005003018
4322 NW 20 TERR,120010012031007
UNIVERSITY AVE AND MAIN STREET,120010005001050
304 NW 26TH ST,120010010002028
301-307 NE 4TH AVE,120010005005032
2529 SE 11 AVE,120010007003008
700 NE 13TH AVE,120010005003003
408 NE 2ND ST,120010005001008
1001 WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,120010006001040
2306 SW ARCHER RD,120010015141002
2110 NORTHWEST 7TH STREET,120010003011013
7912 NW 45TH ST,NA
4356 SW 21ST LN,120010015211011
11 NE 8TH AVE,120010005001001
2019 NW 21ST LANE,120010011003021
SW 1ST STREET,NA
1003 NORTHEAST 10TH STREET,120010005002027
3525 NW 14TH AVENUE,120010017021007
4340 NW 27 TH TERRACE,120010012021000
2-98 NW 14TH ST,120010010003024
1001 SW 17TH LN,NA
1609 NE 16TH PL,120010004002018
NW 53 AVE AND NW 19 ST,NA
100-116 NORTHWEST 18TH STREET,120010010003029
700–798 NE 5TH ST,NA
109 S MAIN ST,120010005001058
4015A SW 26TH DR,120010015162004
6715 NW  34 TERRACE,120010018034001
4526 NW 41ST PLACE,120010018113027
110 SE 4TH PL,120010005001081
1810-1818 NE 17TH WAY,120010004002020
110 SE 8TH ST,120010005001039
SW ARCHER RD & SW 16TH ST,NA
806 NW 18TH TERRACE,120010010001012
710 NE 3RD AVE,120010005004023
515 SOUTHEAST 5TH AVENUE,120010005001101
SE 46TH TERRACE & HAWTHORNE RD,NA
1006 NORTHEAST 9 AVENUE,120010005002029
4201 NW 59TH AVE,120010018034007
1911-2099 NW 16TH TER,120010011003029
700 NW 12TH ST,120010002003003
NE 7TH TERRACE AND NE 10TH PLACE,120010005003018
111-211 NORTHWEST 23RD DRIVE,120010010002024
716 SE 11TH ST,120010007002002
3155 OLD ARCHER RD,120010015151005
3917 SW 5TH PLACE,120010016042024
1319 NORTHWEST 7TH AVENUE,120010010004015
1351 N E 31ST AVE,120010004004021
100 SOUTHWEST 62ND BOULEVARD,120010016044001
3505 NW 17TH ST,120010012031038
1900 NW 36TH DR,120010011002016
600-682 NW 8TH AVE,120010003012063
2248 NORTHWEST 2ND AVENUE,120010010004032
824 NORTHWEST 18TH AVENUE,120010003011027
1120 SW 9TH RD,120010002006019
702 NE 25TH ST,120010006003017
503 NORTHEAST 9TH STREET,120010005004015
1003 NW 22ND STREET,120010010001011
1231 SW 3RD AVE,120010002005003
2303 SW 39TH WAY,120010015211000
2039 NW 3RD AVE GAINESVILLE FL,120010010004042
318 NW 24TH ST,120010010002001
1301-1411 NW 7TH RD,120010010004002
S OF 4600 NE 52 DR - DEAD END NW 52 DR - GATE 16 AIRPORT,NA
SW 20TH AVE AND SW 38TH TERRACE,120010015211000
2132 NW 4TH PLACE,120010010004035
2250 W UNIVERSITY AVE,120010010004032
604 NORTHWEST 36TH STREET,120010016031007
2742 NW 62ND AVE,120010018033010
401-499 NORTHEAST 2ND STREET,120010005005022
307 NE 4TH AVE,120010005005032
201-299 W UNIVERSITY AVE,120010005001062
731 NE WALDO RD,120010006002006
501 NW 2ND ST GAINESVILLE FL,120010005001011
454-534 NE 1ST ST,120010005001009
1894-1906 NW 53RD AVE,120010012023011
2100 SOUTHWEST 17TH COURT,120010015201007
401 NE 10TH ST,120010005004019
6324 NW 41ST DR,120010018034011
835 SW 9TH ST,120010008083001
4234 NW 27TH TERRACE,120010012021000
201 NORTHWEST 3 STREET,120010002001022
1427 NORTHWEST 5TH AVENUE,120010010003001
1031 NE 1ST AVE,120010005004032
1123 SW 7TH AVE,120010002006009
4205 NORTHWEST 21ST DRIVE,120010012025016
3478-3520 SW 34TH ST,120010015191002
2720 N E 10TH TERRACE,120010004004017
900-998 NE 3RD AVE,120010005004020
1300 NW 16TH AVE,120010011003034
730 NE 10TH PL,120010005003024
3406 NW 19TH ST,120010012031041
1626 SW 14TH STREET,120010008091004
3553 SOUTHWEST 39 BOULEVARD,120010015191006
1250 NW 4TH AVE,120010002003012
1930 NW 7TH LN,120010010004024
2491 BIRNAM WOODS WAY,120010012021010
NORTHWEST 43RD WAY,NA
902 N MAIN ST,120010003012056
1219 W UNIVERSITY AVENUE GAINESVILLE FLORIDA,120010002005000
2823 NW  21 TERR,120010011003000
801 SW 29 PLACE,120010008083001
532 N MAIN STREET,120010005001010
576 NE 23 AVE,120010004004018
2015-2021 NW 43RD PL,120010012031016
212 NW 15TH AVENUE,120010003012003
3415-3423 NORTHWEST 10TH AVENUE,120010017021036
1824 NW 5TH AVENUE,120010010004020
805 NW 98TH ST,120010022043016
"3924 SW 26TH DR
GAINESVILLE FL 32608
UNITED STATES",120010015162003
1540 NE WALDO RD,120010005002000
2039 NW 3RD AVE,120010010004042
1614 NE 9TH ST,120010004003008
322 NW 8TH ST,120010002003024
111 NW 15 TERRACE,120010010003013
